STATE,COUNTYNAME,CWA,TIME_ZONE,DST,Standard Time,Daylight Time
IN,Wells,IWX,Eastern Time,True,UTC-5,UTC-4
IN,White,IWX,Eastern Time,True,UTC-5,UTC-4
IN,Clay,IND,Eastern Time,True,UTC-5,UTC-4
IN,Warrick,PAH,Central Time,True,UTC-6,UTC-5
IN,Ripley,ILN,Eastern Time,True,UTC-5,UTC-4
KY,Jefferson,LMK,Eastern Time,True,UTC-5,UTC-4
KY,Jessamine,LMK,Eastern Time,True,UTC-5,UTC-4
KY,Johnson,JKL,Eastern Time,True,UTC-5,UTC-4
KY,Kenton,ILN,Eastern Time,True,UTC-5,UTC-4
KY,Knott,JKL,Eastern Time,True,UTC-5,UTC-4
KY,Knox,JKL,Eastern Time,True,UTC-5,UTC-4
KY,Larue,LMK,Eastern Time,True,UTC-5,UTC-4
KY,Jackson,JKL,Eastern Time,True,UTC-5,UTC-4
KY,Lawrence,RLX,Eastern Time,True,UTC-5,UTC-4
KY,Leslie,JKL,Eastern Time,True,UTC-5,UTC-4
KY,Letcher,JKL,Eastern Time,True,UTC-5,UTC-4
KY,Lewis,ILN,Eastern Time,True,UTC-5,UTC-4
KY,Lincoln,LMK,Eastern Time,True,UTC-5,UTC-4
KY,Livingston,PAH,Central Time,True,UTC-6,UTC-5
KY,Logan,LMK,Central Time,True,UTC-6,UTC-5
KY,Lyon,PAH,Central Time,True,UTC-6,UTC-5
KY,McCracken,PAH,Central Time,True,UTC-6,UTC-5
KY,McCreary,JKL,Eastern Time,True,UTC-5,UTC-4
KY,McLean,PAH,Central Time,True,UTC-6,UTC-5
MS,Madison,JAN,Central Time,True,UTC-6,UTC-5
MS,Lowndes,JAN,Central Time,True,UTC-6,UTC-5
MS,Lincoln,JAN,Central Time,True,UTC-6,UTC-5
MS,Leflore,JAN,Central Time,True,UTC-6,UTC-5
MS,Lee,MEG,Central Time,True,UTC-6,UTC-5
MS,Leake,JAN,Central Time,True,UTC-6,UTC-5
MS,Lawrence,JAN,Central Time,True,UTC-6,UTC-5
MS,Lauderdale,JAN,Central Time,True,UTC-6,UTC-5
MS,Lamar,JAN,Central Time,True,UTC-6,UTC-5
MS,Lafayette,MEG,Central Time,True,UTC-6,UTC-5
MS,Kemper,JAN,Central Time,True,UTC-6,UTC-5
MS,Jones,JAN,Central Time,True,UTC-6,UTC-5
MS,Jefferson Davis,JAN,Central Time,True,UTC-6,UTC-5
MS,Jefferson,JAN,Central Time,True,UTC-6,UTC-5
MS,Itawamba,MEG,Central Time,True,UTC-6,UTC-5
MS,Issaquena,JAN,Central Time,True,UTC-6,UTC-5
MS,Humphreys,JAN,Central Time,True,UTC-6,UTC-5
MS,Holmes,JAN,Central Time,True,UTC-6,UTC-5
MS,Hinds,JAN,Central Time,True,UTC-6,UTC-5
MS,Grenada,JAN,Central Time,True,UTC-6,UTC-5
MS,Greene,MOB,Central Time,True,UTC-6,UTC-5
MS,George,MOB,Central Time,True,UTC-6,UTC-5
MS,Franklin,JAN,Central Time,True,UTC-6,UTC-5
MS,DeSoto,MEG,Central Time,True,UTC-6,UTC-5
MS,Covington,JAN,Central Time,True,UTC-6,UTC-5
MS,Copiah,JAN,Central Time,True,UTC-6,UTC-5
TN,Wilson,OHX,Central Time,True,UTC-6,UTC-5
TN,White,OHX,Central Time,True,UTC-6,UTC-5
TN,Dickson,OHX,Central Time,True,UTC-6,UTC-5
TN,Loudon,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Anderson,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Bedford,OHX,Central Time,True,UTC-6,UTC-5
TN,Benton,MEG,Central Time,True,UTC-6,UTC-5
TN,Bledsoe,MRX,Central Time,True,UTC-6,UTC-5
TN,Bradley,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Campbell,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Cannon,OHX,Central Time,True,UTC-6,UTC-5
TN,Carroll,MEG,Central Time,True,UTC-6,UTC-5
TN,Cheatham,OHX,Central Time,True,UTC-6,UTC-5
TN,Chester,MEG,Central Time,True,UTC-6,UTC-5
TN,Claiborne,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Clay,OHX,Central Time,True,UTC-6,UTC-5
TN,Coffee,OHX,Central Time,True,UTC-6,UTC-5
TN,Crockett,MEG,Central Time,True,UTC-6,UTC-5
TN,Cumberland,OHX,Central Time,True,UTC-6,UTC-5
TN,Davidson,OHX,Central Time,True,UTC-6,UTC-5
TN,Decatur,MEG,Central Time,True,UTC-6,UTC-5
TN,De Kalb,OHX,Central Time,True,UTC-6,UTC-5
TN,Dyer,MEG,Central Time,True,UTC-6,UTC-5
TN,Fayette,MEG,Central Time,True,UTC-6,UTC-5
TN,Fentress,OHX,Central Time,True,UTC-6,UTC-5
TN,Franklin,HUN,Central Time,True,UTC-6,UTC-5
TN,Gibson,MEG,Central Time,True,UTC-6,UTC-5
TN,Giles,OHX,Central Time,True,UTC-6,UTC-5
TN,Grainger,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Grundy,OHX,Central Time,True,UTC-6,UTC-5
TN,Hamblen,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Hamilton,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Hancock,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Hardeman,MEG,Central Time,True,UTC-6,UTC-5
TN,Hardin,MEG,Central Time,True,UTC-6,UTC-5
TN,Hawkins,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Haywood,MEG,Central Time,True,UTC-6,UTC-5
TN,Henderson,MEG,Central Time,True,UTC-6,UTC-5
TN,Henry,MEG,Central Time,True,UTC-6,UTC-5
TN,Hickman,OHX,Central Time,True,UTC-6,UTC-5
TN,Houston,OHX,Central Time,True,UTC-6,UTC-5
TN,Humphreys,OHX,Central Time,True,UTC-6,UTC-5
TN,Jackson,OHX,Central Time,True,UTC-6,UTC-5
TN,Jefferson,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Johnson,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Knox,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Lake,MEG,Central Time,True,UTC-6,UTC-5
TN,Lauderdale,MEG,Central Time,True,UTC-6,UTC-5
TN,Lawrence,OHX,Central Time,True,UTC-6,UTC-5
ND,Divide,BIS,Central Time,True,UTC-6,UTC-5
ND,Eddy,FGF,Central Time,True,UTC-6,UTC-5
ND,Emmons,BIS,Central Time,True,UTC-6,UTC-5
ND,Foster,BIS,Central Time,True,UTC-6,UTC-5
ND,Golden Valley,BIS,Mountain Time,True,UTC-7,UTC-6
ND,Grand Forks,FGF,Central Time,True,UTC-6,UTC-5
ND,Grant,BIS,Mountain Time,True,UTC-7,UTC-6
ND,Griggs,FGF,Central Time,True,UTC-6,UTC-5
ND,Hettinger,BIS,Mountain Time,True,UTC-7,UTC-6
ND,Kidder,BIS,Central Time,True,UTC-6,UTC-5
ND,LaMoure,BIS,Central Time,True,UTC-6,UTC-5
ND,Logan,BIS,Central Time,True,UTC-6,UTC-5
ND,McHenry,BIS,Central Time,True,UTC-6,UTC-5
ND,McIntosh,BIS,Central Time,True,UTC-6,UTC-5
ND,McLean,BIS,Central Time,True,UTC-6,UTC-5
ND,Mercer,BIS,Central Time,True,UTC-6,UTC-5
ND,Mountrail,BIS,Central Time,True,UTC-6,UTC-5
ND,Nelson,FGF,Central Time,True,UTC-6,UTC-5
ND,Oliver,BIS,Central Time,True,UTC-6,UTC-5
ND,Pembina,FGF,Central Time,True,UTC-6,UTC-5
ND,Pierce,BIS,Central Time,True,UTC-6,UTC-5
ND,Ramsey,FGF,Central Time,True,UTC-6,UTC-5
ND,Ransom,FGF,Central Time,True,UTC-6,UTC-5
ND,Renville,BIS,Central Time,True,UTC-6,UTC-5
ND,Rolette,BIS,Central Time,True,UTC-6,UTC-5
ND,Sargent,FGF,Central Time,True,UTC-6,UTC-5
ND,Sheridan,BIS,Central Time,True,UTC-6,UTC-5
ND,Slope,BIS,Mountain Time,True,UTC-7,UTC-6
ND,Stark,BIS,Mountain Time,True,UTC-7,UTC-6
ND,Steele,FGF,Central Time,True,UTC-6,UTC-5
ND,Stutsman,BIS,Central Time,True,UTC-6,UTC-5
ND,Towner,FGF,Central Time,True,UTC-6,UTC-5
ND,Traill,FGF,Central Time,True,UTC-6,UTC-5
NJ,Cape May,PHI,Eastern Time,True,UTC-5,UTC-4
NJ,Monmouth,PHI,Eastern Time,True,UTC-5,UTC-4
NJ,Atlantic,PHI,Eastern Time,True,UTC-5,UTC-4
NJ,Ocean,PHI,Eastern Time,True,UTC-5,UTC-4
NJ,Salem,PHI,Eastern Time,True,UTC-5,UTC-4
NJ,Cumberland,PHI,Eastern Time,True,UTC-5,UTC-4
MD,Talbot,PHI,Eastern Time,True,UTC-5,UTC-4
MD,Talbot,PHI,Eastern Time,True,UTC-5,UTC-4
VA,City of Williamsburg,AKQ,Eastern Time,True,UTC-5,UTC-4
MD,Queen Anne's,PHI,Eastern Time,True,UTC-5,UTC-4
CO,Denver,BOU,Mountain Time,True,UTC-7,UTC-6
CA,Santa Barbara,LOX,Pacific Time,True,UTC-8,UTC-7
CA,San Bernardino,VEFSGXPSR,Pacific Time,True,UTC-8,UTC-7
LA,St. Mary,LCH,Central Time,True,UTC-6,UTC-5
TN,Lewis,OHX,Central Time,True,UTC-6,UTC-5
TN,Lincoln,HUN,Central Time,True,UTC-6,UTC-5
TN,McMinn,MRX,Eastern Time,True,UTC-5,UTC-4
TN,McNairy,MEG,Central Time,True,UTC-6,UTC-5
TN,Macon,OHX,Central Time,True,UTC-6,UTC-5
TN,Madison,MEG,Central Time,True,UTC-6,UTC-5
TN,Marion,MRX,Central Time,True,UTC-6,UTC-5
TN,Marshall,OHX,Central Time,True,UTC-6,UTC-5
TN,Tipton,MEG,Central Time,True,UTC-6,UTC-5
TN,Moore,HUN,Central Time,True,UTC-6,UTC-5
TN,Montgomery,OHX,Central Time,True,UTC-6,UTC-5
TN,Meigs,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Maury,OHX,Central Time,True,UTC-6,UTC-5
TN,Obion,MEG,Central Time,True,UTC-6,UTC-5
TN,Morgan,MRX,Eastern Time,True,UTC-5,UTC-4
MS,Hancock,LIX,Central Time,True,UTC-6,UTC-5
MI,Leelanau,APX,Eastern Time,True,UTC-5,UTC-4
IN,Lake,LOT,Central Time,True,UTC-6,UTC-5
IN,La Porte,IWX,Central Time,True,UTC-6,UTC-5
MI,Berrien,IWX,Eastern Time,True,UTC-5,UTC-4
MI,Van Buren,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Allegan,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Alpena,APX,Eastern Time,True,UTC-5,UTC-4
MI,Sanilac,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Macomb,DTX,Eastern Time,True,UTC-5,UTC-4
MI,St. Clair,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Gogebic,MQT,Central Time,True,UTC-6,UTC-5
AL,Chambers,BMX,Central Time,True,UTC-6,UTC-5
MI,Monroe,DTX,Eastern Time,True,UTC-5,UTC-4
AL,Clarke,MOB,Central Time,True,UTC-6,UTC-5
MS,Jackson,LIX,Central Time,True,UTC-6,UTC-5
AL,Henry,TAE,Central Time,True,UTC-6,UTC-5
TN,Monroe,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Cocke,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Sevier,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Carter,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Greene,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Blount,MRX,Eastern Time,True,UTC-5,UTC-4
TN,Polk,MRX,Eastern Time,True,UTC-5,UTC-4
AL,Baldwin,MOB,Central Time,True,UTC-6,UTC-5
MI,Wayne,DTX,Eastern Time,True,UTC-5,UTC-4
MS,Harrison,LIX,Central Time,True,UTC-6,UTC-5
MI,Keweenaw,MQT,Eastern Time,True,UTC-5,UTC-4
MI,Mason,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Oceana,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Oceana,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Muskegon,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Muskegon,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Ottawa,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Ottawa,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Baraga,MQT,Eastern Time,True,UTC-5,UTC-4
MI,Marquette,MQT,Eastern Time,True,UTC-5,UTC-4
MI,Cheboygan,APX,Eastern Time,True,UTC-5,UTC-4
MI,Charlevoix,APX,Eastern Time,True,UTC-5,UTC-4
MI,Grand Traverse,APX,Eastern Time,True,UTC-5,UTC-4
MI,Delta,MQT,Eastern Time,True,UTC-5,UTC-4
MI,Luce,MQT,Eastern Time,True,UTC-5,UTC-4
MI,Mackinac,APX,Eastern Time,True,UTC-5,UTC-4
MI,Schoolcraft,MQT,Eastern Time,True,UTC-5,UTC-4
MI,Presque Isle,APX,Eastern Time,True,UTC-5,UTC-4
MI,Menominee,MQT,Central Time,True,UTC-6,UTC-5
MI,Alger,MQT,Eastern Time,True,UTC-5,UTC-4
MI,Ontonagon,MQT,Eastern Time,True,UTC-5,UTC-4
MI,Houghton,MQT,Eastern Time,True,UTC-5,UTC-4
MI,Antrim,APX,Eastern Time,True,UTC-5,UTC-4
MI,Arenac,APX,Eastern Time,True,UTC-5,UTC-4
MI,Bay,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Tuscola,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Huron,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Emmet,APX,Eastern Time,True,UTC-5,UTC-4
MI,Benzie,APX,Eastern Time,True,UTC-5,UTC-4
AL,Mobile,MOB,Central Time,True,UTC-6,UTC-5
MI,Mason,GRR,Eastern Time,True,UTC-5,UTC-4
MS,Pike,LIX,Central Time,True,UTC-6,UTC-5
AR,Ashley,JAN,Central Time,True,UTC-6,UTC-5
AR,Baxter,LZK,Central Time,True,UTC-6,UTC-5
AR,Benton,TSA,Central Time,True,UTC-6,UTC-5
AR,Arkansas,LZK,Central Time,True,UTC-6,UTC-5
AR,Bradley,LZK,Central Time,True,UTC-6,UTC-5
AR,Calhoun,LZK,Central Time,True,UTC-6,UTC-5
AR,Carroll,TSA,Central Time,True,UTC-6,UTC-5
AR,Chicot,JAN,Central Time,True,UTC-6,UTC-5
AR,Clark,LZK,Central Time,True,UTC-6,UTC-5
AR,Clay,MEG,Central Time,True,UTC-6,UTC-5
AR,Cleburne,LZK,Central Time,True,UTC-6,UTC-5
AR,Cleveland,LZK,Central Time,True,UTC-6,UTC-5
AR,Columbia,SHV,Central Time,True,UTC-6,UTC-5
AR,Conway,LZK,Central Time,True,UTC-6,UTC-5
AR,Craighead,MEG,Central Time,True,UTC-6,UTC-5
AR,Crawford,TSA,Central Time,True,UTC-6,UTC-5
AR,Crittenden,MEG,Central Time,True,UTC-6,UTC-5
AR,Cross,MEG,Central Time,True,UTC-6,UTC-5
AR,Dallas,LZK,Central Time,True,UTC-6,UTC-5
AR,Desha,LZK,Central Time,True,UTC-6,UTC-5
AR,Drew,LZK,Central Time,True,UTC-6,UTC-5
AR,Faulkner,LZK,Central Time,True,UTC-6,UTC-5
AR,Franklin,TSA,Central Time,True,UTC-6,UTC-5
AR,Fulton,LZK,Central Time,True,UTC-6,UTC-5
AR,Garland,LZK,Central Time,True,UTC-6,UTC-5
AR,Grant,LZK,Central Time,True,UTC-6,UTC-5
IA,Wayne,DMX,Central Time,True,UTC-6,UTC-5
IA,Washington,DVN,Central Time,True,UTC-6,UTC-5
IA,Warren,DMX,Central Time,True,UTC-6,UTC-5
IA,Wapello,DMX,Central Time,True,UTC-6,UTC-5
IA,Van Buren,DVN,Central Time,True,UTC-6,UTC-5
IA,Union,DMX,Central Time,True,UTC-6,UTC-5
IA,Taylor,DMX,Central Time,True,UTC-6,UTC-5
IA,Tama,DMX,Central Time,True,UTC-6,UTC-5
IA,Story,DMX,Central Time,True,UTC-6,UTC-5
IA,Sioux,FSD,Central Time,True,UTC-6,UTC-5
IA,Shelby,OAX,Central Time,True,UTC-6,UTC-5
IA,Iowa,DVN,Central Time,True,UTC-6,UTC-5
IA,Ida,FSD,Central Time,True,UTC-6,UTC-5
IA,Humboldt,DMX,Central Time,True,UTC-6,UTC-5
IA,Howard,ARX,Central Time,True,UTC-6,UTC-5
IA,Henry,DVN,Central Time,True,UTC-6,UTC-5
IA,Harrison,OAX,Central Time,True,UTC-6,UTC-5
IA,Hardin,DMX,Central Time,True,UTC-6,UTC-5
IA,Hancock,DMX,Central Time,True,UTC-6,UTC-5
IA,Hamilton,DMX,Central Time,True,UTC-6,UTC-5
IA,Guthrie,DMX,Central Time,True,UTC-6,UTC-5
IA,Grundy,DMX,Central Time,True,UTC-6,UTC-5
IA,Greene,DMX,Central Time,True,UTC-6,UTC-5
IA,Fremont,OAX,Central Time,True,UTC-6,UTC-5
IA,Franklin,DMX,Central Time,True,UTC-6,UTC-5
IA,Floyd,ARX,Central Time,True,UTC-6,UTC-5
IA,Fayette,ARX,Central Time,True,UTC-6,UTC-5
IA,Emmet,DMX,Central Time,True,UTC-6,UTC-5
IA,Dubuque,DVN,Central Time,True,UTC-6,UTC-5
IA,Dickinson,FSD,Central Time,True,UTC-6,UTC-5
IA,Des Moines,DVN,Central Time,True,UTC-6,UTC-5
IA,Delaware,DVN,Central Time,True,UTC-6,UTC-5
IA,Adair,DMX,Central Time,True,UTC-6,UTC-5
IA,Adams,DMX,Central Time,True,UTC-6,UTC-5
IA,Allamakee,ARX,Central Time,True,UTC-6,UTC-5
IA,Appanoose,DMX,Central Time,True,UTC-6,UTC-5
IA,Audubon,DMX,Central Time,True,UTC-6,UTC-5
IA,Benton,DVN,Central Time,True,UTC-6,UTC-5
IA,Black Hawk,DMX,Central Time,True,UTC-6,UTC-5
IA,Boone,DMX,Central Time,True,UTC-6,UTC-5
IA,Bremer,DMX,Central Time,True,UTC-6,UTC-5
IA,Buchanan,DVN,Central Time,True,UTC-6,UTC-5
IA,Buena Vista,FSD,Central Time,True,UTC-6,UTC-5
IA,Butler,DMX,Central Time,True,UTC-6,UTC-5
IA,Calhoun,DMX,Central Time,True,UTC-6,UTC-5
IA,Carroll,DMX,Central Time,True,UTC-6,UTC-5
IA,Cass,DMX,Central Time,True,UTC-6,UTC-5
IA,Cedar,DVN,Central Time,True,UTC-6,UTC-5
IA,Cerro Gordo,DMX,Central Time,True,UTC-6,UTC-5
IA,Cherokee,FSD,Central Time,True,UTC-6,UTC-5
IA,Chickasaw,ARX,Central Time,True,UTC-6,UTC-5
IA,Clarke,DMX,Central Time,True,UTC-6,UTC-5
IA,Clay,FSD,Central Time,True,UTC-6,UTC-5
IA,Clayton,ARX,Central Time,True,UTC-6,UTC-5
IL,Menard,ILX,Central Time,True,UTC-6,UTC-5
IL,Mercer,DVN,Central Time,True,UTC-6,UTC-5
IL,Monroe,LSX,Central Time,True,UTC-6,UTC-5
IL,Montgomery,LSX,Central Time,True,UTC-6,UTC-5
IL,Morgan,ILX,Central Time,True,UTC-6,UTC-5
IL,Moultrie,ILX,Central Time,True,UTC-6,UTC-5
IL,Ogle,LOT,Central Time,True,UTC-6,UTC-5
IL,Peoria,ILX,Central Time,True,UTC-6,UTC-5
IL,Perry,PAH,Central Time,True,UTC-6,UTC-5
IL,Piatt,ILX,Central Time,True,UTC-6,UTC-5
IL,Pike,LSX,Central Time,True,UTC-6,UTC-5
IL,Pope,PAH,Central Time,True,UTC-6,UTC-5
IL,Pulaski,PAH,Central Time,True,UTC-6,UTC-5
IL,Putnam,DVN,Central Time,True,UTC-6,UTC-5
IL,Fayette,LSX,Central Time,True,UTC-6,UTC-5
IL,Randolph,LSX,Central Time,True,UTC-6,UTC-5
IL,Richland,ILX,Central Time,True,UTC-6,UTC-5
IL,Rock Island,DVN,Central Time,True,UTC-6,UTC-5
IL,St. Clair,LSX,Central Time,True,UTC-6,UTC-5
IL,Saline,PAH,Central Time,True,UTC-6,UTC-5
IL,Sangamon,ILX,Central Time,True,UTC-6,UTC-5
IL,Schuyler,ILX,Central Time,True,UTC-6,UTC-5
IL,Scott,ILX,Central Time,True,UTC-6,UTC-5
IL,Shelby,ILX,Central Time,True,UTC-6,UTC-5
IL,Stark,ILX,Central Time,True,UTC-6,UTC-5
IL,Stephenson,DVN,Central Time,True,UTC-6,UTC-5
IL,Tazewell,ILX,Central Time,True,UTC-6,UTC-5
IL,Union,PAH,Central Time,True,UTC-6,UTC-5
IL,Vermilion,ILX,Central Time,True,UTC-6,UTC-5
IL,Wabash,PAH,Central Time,True,UTC-6,UTC-5
IL,Warren,DVN,Central Time,True,UTC-6,UTC-5
IL,Washington,LSX,Central Time,True,UTC-6,UTC-5
IL,Wayne,PAH,Central Time,True,UTC-6,UTC-5
IL,White,PAH,Central Time,True,UTC-6,UTC-5
IL,Whiteside,DVN,Central Time,True,UTC-6,UTC-5
IL,Will,LOT,Central Time,True,UTC-6,UTC-5
IL,Williamson,PAH,Central Time,True,UTC-6,UTC-5
IL,Franklin,PAH,Central Time,True,UTC-6,UTC-5
IL,Fulton,ILX,Central Time,True,UTC-6,UTC-5
IL,Gallatin,PAH,Central Time,True,UTC-6,UTC-5
IL,Henderson,DVN,Central Time,True,UTC-6,UTC-5
IL,Hardin,PAH,Central Time,True,UTC-6,UTC-5
IL,Hancock,DVN,Central Time,True,UTC-6,UTC-5
IL,Hamilton,PAH,Central Time,True,UTC-6,UTC-5
IL,Lee,LOT,Central Time,True,UTC-6,UTC-5
IL,Knox,ILX,Central Time,True,UTC-6,UTC-5
MN,Lake of the Woods,FGF,Central Time,True,UTC-6,UTC-5
MN,Lac qui Parle,MPX,Central Time,True,UTC-6,UTC-5
MN,Anoka,MPX,Central Time,True,UTC-6,UTC-5
MN,Benton,MPX,Central Time,True,UTC-6,UTC-5
MN,Brown,MPX,Central Time,True,UTC-6,UTC-5
MN,St. Louis,DLH,Central Time,True,UTC-6,UTC-5
MN,Carver,MPX,Central Time,True,UTC-6,UTC-5
MN,Chippewa,MPX,Central Time,True,UTC-6,UTC-5
MN,Chisago,MPX,Central Time,True,UTC-6,UTC-5
MN,Cottonwood,FSD,Central Time,True,UTC-6,UTC-5
MN,Crow Wing,DLH,Central Time,True,UTC-6,UTC-5
MN,Dakota,MPX,Central Time,True,UTC-6,UTC-5
MN,Dodge,ARX,Central Time,True,UTC-6,UTC-5
MN,Douglas,MPX,Central Time,True,UTC-6,UTC-5
MN,Faribault,MPX,Central Time,True,UTC-6,UTC-5
MN,Fillmore,ARX,Central Time,True,UTC-6,UTC-5
MN,Freeborn,MPX,Central Time,True,UTC-6,UTC-5
MN,Goodhue,MPX,Central Time,True,UTC-6,UTC-5
MN,Grant,FGF,Central Time,True,UTC-6,UTC-5
MN,Hennepin,MPX,Central Time,True,UTC-6,UTC-5
MN,Houston,ARX,Central Time,True,UTC-6,UTC-5
MN,Hubbard,FGF,Central Time,True,UTC-6,UTC-5
MN,Isanti,MPX,Central Time,True,UTC-6,UTC-5
MN,Jackson,FSD,Central Time,True,UTC-6,UTC-5
MN,Kanabec,MPX,Central Time,True,UTC-6,UTC-5
MN,Kandiyohi,MPX,Central Time,True,UTC-6,UTC-5
MN,Kittson,FGF,Central Time,True,UTC-6,UTC-5
MN,Le Sueur,MPX,Central Time,True,UTC-6,UTC-5
MN,Lincoln,FSD,Central Time,True,UTC-6,UTC-5
MN,Lyon,FSD,Central Time,True,UTC-6,UTC-5
MN,McLeod,MPX,Central Time,True,UTC-6,UTC-5
MN,Mahnomen,FGF,Central Time,True,UTC-6,UTC-5
MN,Martin,MPX,Central Time,True,UTC-6,UTC-5
MN,Meeker,MPX,Central Time,True,UTC-6,UTC-5
MN,Mille Lacs,MPX,Central Time,True,UTC-6,UTC-5
MN,Morrison,MPX,Central Time,True,UTC-6,UTC-5
MN,Mower,ARX,Central Time,True,UTC-6,UTC-5
MN,Murray,FSD,Central Time,True,UTC-6,UTC-5
MN,Nicollet,MPX,Central Time,True,UTC-6,UTC-5
MN,Nobles,FSD,Central Time,True,UTC-6,UTC-5
MN,Norman,FGF,Central Time,True,UTC-6,UTC-5
MN,Olmsted,ARX,Central Time,True,UTC-6,UTC-5
MN,Pennington,FGF,Central Time,True,UTC-6,UTC-5
MN,Pine,DLH,Central Time,True,UTC-6,UTC-5
MN,Pipestone,FSD,Central Time,True,UTC-6,UTC-5
MN,Pope,MPX,Central Time,True,UTC-6,UTC-5
MN,Ramsey,MPX,Central Time,True,UTC-6,UTC-5
MN,Red Lake,FGF,Central Time,True,UTC-6,UTC-5
MN,Redwood,MPX,Central Time,True,UTC-6,UTC-5
MN,Renville,MPX,Central Time,True,UTC-6,UTC-5
MN,Rice,MPX,Central Time,True,UTC-6,UTC-5
MN,Rock,FSD,Central Time,True,UTC-6,UTC-5
MN,Roseau,FGF,Central Time,True,UTC-6,UTC-5
MN,Scott,MPX,Central Time,True,UTC-6,UTC-5
MN,Sherburne,MPX,Central Time,True,UTC-6,UTC-5
MN,Sibley,MPX,Central Time,True,UTC-6,UTC-5
MN,Stearns,MPX,Central Time,True,UTC-6,UTC-5
MN,Steele,MPX,Central Time,True,UTC-6,UTC-5
MN,Stevens,MPX,Central Time,True,UTC-6,UTC-5
MN,Swift,MPX,Central Time,True,UTC-6,UTC-5
MN,Todd,MPX,Central Time,True,UTC-6,UTC-5
MN,Traverse,ABR,Central Time,True,UTC-6,UTC-5
MN,Wabasha,ARX,Central Time,True,UTC-6,UTC-5
MN,Wadena,FGF,Central Time,True,UTC-6,UTC-5
MN,Waseca,MPX,Central Time,True,UTC-6,UTC-5
MN,Washington,MPX,Central Time,True,UTC-6,UTC-5
MN,Watonwan,MPX,Central Time,True,UTC-6,UTC-5
MN,Winona,ARX,Central Time,True,UTC-6,UTC-5
MN,Wright,MPX,Central Time,True,UTC-6,UTC-5
MN,Yellow Medicine,MPX,Central Time,True,UTC-6,UTC-5
MN,Big Stone,ABR,Central Time,True,UTC-6,UTC-5
MN,Blue Earth,MPX,Central Time,True,UTC-6,UTC-5
MO,Barton,SGF,Central Time,True,UTC-6,UTC-5
MO,Bates,EAX,Central Time,True,UTC-6,UTC-5
MO,Benton,SGF,Central Time,True,UTC-6,UTC-5
MO,Bollinger,PAH,Central Time,True,UTC-6,UTC-5
MO,Boone,LSX,Central Time,True,UTC-6,UTC-5
MO,Buchanan,EAX,Central Time,True,UTC-6,UTC-5
MO,Butler,PAH,Central Time,True,UTC-6,UTC-5
MO,Caldwell,EAX,Central Time,True,UTC-6,UTC-5
MO,Callaway,LSX,Central Time,True,UTC-6,UTC-5
MO,Camden,SGF,Central Time,True,UTC-6,UTC-5
MO,Cape Girardeau,PAH,Central Time,True,UTC-6,UTC-5
MO,Carroll,EAX,Central Time,True,UTC-6,UTC-5
MO,Carter,PAH,Central Time,True,UTC-6,UTC-5
MO,Cass,EAX,Central Time,True,UTC-6,UTC-5
MO,Cedar,SGF,Central Time,True,UTC-6,UTC-5
MO,Chariton,EAX,Central Time,True,UTC-6,UTC-5
MO,Christian,SGF,Central Time,True,UTC-6,UTC-5
MO,Clark,DVN,Central Time,True,UTC-6,UTC-5
MO,Clay,EAX,Central Time,True,UTC-6,UTC-5
MO,Clinton,EAX,Central Time,True,UTC-6,UTC-5
MO,Cole,LSX,Central Time,True,UTC-6,UTC-5
MO,Cooper,EAX,Central Time,True,UTC-6,UTC-5
MO,Crawford,LSX,Central Time,True,UTC-6,UTC-5
MO,Daviess,EAX,Central Time,True,UTC-6,UTC-5
