STATE,COUNTYNAME,CWA,TIME_ZONE,DST,Standard Time,Daylight Time
IL,Kankakee,LOT,Central Time,True,UTC-6,UTC-5
IL,Kendall,LOT,Central Time,True,UTC-6,UTC-5
IL,Iroquois,LOT,Central Time,True,UTC-6,UTC-5
IL,La Salle,LOT,Central Time,True,UTC-6,UTC-5
IL,Lawrence,ILX,Central Time,True,UTC-6,UTC-5
IL,Henry,DVN,Central Time,True,UTC-6,UTC-5
IL,Livingston,LOT,Central Time,True,UTC-6,UTC-5
IL,Logan,ILX,Central Time,True,UTC-6,UTC-5
IL,McDonough,DVN,Central Time,True,UTC-6,UTC-5
IL,McHenry,LOT,Central Time,True,UTC-6,UTC-5
IL,McLean,ILX,Central Time,True,UTC-6,UTC-5
IL,Macon,ILX,Central Time,True,UTC-6,UTC-5
IL,Macoupin,LSX,Central Time,True,UTC-6,UTC-5
IL,Madison,LSX,Central Time,True,UTC-6,UTC-5
IL,Marion,LSX,Central Time,True,UTC-6,UTC-5
IL,Marshall,ILX,Central Time,True,UTC-6,UTC-5
IL,Mason,ILX,Central Time,True,UTC-6,UTC-5
IL,Massac,PAH,Central Time,True,UTC-6,UTC-5
SD,Hyde,ABR,Central Time,True,UTC-6,UTC-5
SD,Hutchinson,FSD,Central Time,True,UTC-6,UTC-5
SD,Hughes,ABR,Central Time,True,UTC-6,UTC-5
SD,Harding,UNR,Mountain Time,True,UTC-7,UTC-6
SD,Hanson,FSD,Central Time,True,UTC-6,UTC-5
SD,Hand,ABR,Central Time,True,UTC-6,UTC-5
SD,Hamlin,ABR,Central Time,True,UTC-6,UTC-5
SD,Haakon,UNR,Mountain Time,True,UTC-7,UTC-6
SD,Gregory,FSD,Central Time,True,UTC-6,UTC-5
SD,Grant,ABR,Central Time,True,UTC-6,UTC-5
SD,Faulk,ABR,Central Time,True,UTC-6,UTC-5
SD,Edmunds,ABR,Central Time,True,UTC-6,UTC-5
SD,Douglas,FSD,Central Time,True,UTC-6,UTC-5
SD,Dewey,ABR,Mountain Time,True,UTC-7,UTC-6
SD,Deuel,ABR,Central Time,True,UTC-6,UTC-5
SD,Day,ABR,Central Time,True,UTC-6,UTC-5
SD,Davison,FSD,Central Time,True,UTC-6,UTC-5
SD,Corson,ABR,Mountain Time,True,UTC-7,UTC-6
SD,Codington,ABR,Central Time,True,UTC-6,UTC-5
SD,Clay,FSD,Central Time,True,UTC-6,UTC-5
SD,Clark,ABR,Central Time,True,UTC-6,UTC-5
SD,Charles Mix,FSD,Central Time,True,UTC-6,UTC-5
SD,Campbell,ABR,Central Time,True,UTC-6,UTC-5
SD,Buffalo,ABR,Central Time,True,UTC-6,UTC-5
SD,Brule,FSD,Central Time,True,UTC-6,UTC-5
SD,Brown,ABR,Central Time,True,UTC-6,UTC-5
SD,Brookings,FSD,Central Time,True,UTC-6,UTC-5
SD,Bon Homme,FSD,Central Time,True,UTC-6,UTC-5
SD,Bennett,UNR,Mountain Time,True,UTC-7,UTC-6
SD,Beadle,FSD,Central Time,True,UTC-6,UTC-5
SD,Aurora,FSD,Central Time,True,UTC-6,UTC-5
SD,Mellette,UNR,Central Time,True,UTC-6,UTC-5
SD,Butte,UNR,Mountain Time,True,UTC-7,UTC-6
SD,Jones,ABR,Central Time,True,UTC-6,UTC-5
SD,Turner,FSD,Central Time,True,UTC-6,UTC-5
SD,Union,FSD,Central Time,True,UTC-6,UTC-5
CO,Baca,PUB,Mountain Time,True,UTC-7,UTC-6
CO,Bent,PUB,Mountain Time,True,UTC-7,UTC-6
CO,Cheyenne,GLD,Mountain Time,True,UTC-7,UTC-6
CO,Crowley,PUB,Mountain Time,True,UTC-7,UTC-6
CO,Kit Carson,GLD,Mountain Time,True,UTC-7,UTC-6
CO,Logan,BOU,Mountain Time,True,UTC-7,UTC-6
CO,Morgan,BOU,Mountain Time,True,UTC-7,UTC-6
CO,Otero,PUB,Mountain Time,True,UTC-7,UTC-6
CO,Phillips,BOU,Mountain Time,True,UTC-7,UTC-6
CO,Prowers,PUB,Mountain Time,True,UTC-7,UTC-6
CO,San Juan,GJT,Mountain Time,True,UTC-7,UTC-6
CO,Sedgwick,BOU,Mountain Time,True,UTC-7,UTC-6
CO,Washington,BOU,Mountain Time,True,UTC-7,UTC-6
CO,Yuma,GLD,Mountain Time,True,UTC-7,UTC-6
KS,Grant,DDC,Central Time,True,UTC-6,UTC-5
KS,Washington,TOP,Central Time,True,UTC-6,UTC-5
KS,Wichita,GLD,Central Time,True,UTC-6,UTC-5
KS,Wilson,ICT,Central Time,True,UTC-6,UTC-5
KS,Woodson,ICT,Central Time,True,UTC-6,UTC-5
KS,Wabaunsee,TOP,Central Time,True,UTC-6,UTC-5
KS,Wallace,GLD,Mountain Time,True,UTC-7,UTC-6
MT,Beaverhead,TFX,Mountain Time,True,UTC-7,UTC-6
MT,Blaine,TFX,Mountain Time,True,UTC-7,UTC-6
MT,Broadwater,TFX,Mountain Time,True,UTC-7,UTC-6
MT,Carter,BYZ,Mountain Time,True,UTC-7,UTC-6
MT,Cascade,TFX,Mountain Time,True,UTC-7,UTC-6
MT,Chouteau,TFX,Mountain Time,True,UTC-7,UTC-6
MT,Custer,BYZ,Mountain Time,True,UTC-7,UTC-6
MT,Daniels,GGW,Mountain Time,True,UTC-7,UTC-6
MT,Dawson,GGW,Mountain Time,True,UTC-7,UTC-6
MT,Deer Lodge,MSO,Mountain Time,True,UTC-7,UTC-6
MT,Fallon,BYZ,Mountain Time,True,UTC-7,UTC-6
MT,Fergus,TFX,Mountain Time,True,UTC-7,UTC-6
MT,Garfield,GGW,Mountain Time,True,UTC-7,UTC-6
MT,Hill,TFX,Mountain Time,True,UTC-7,UTC-6
VT,Essex,BTV,Eastern Time,True,UTC-5,UTC-4
NY,Chautauqua,BUF,Eastern Time,True,UTC-5,UTC-4
NY,Suffolk,OKX,Eastern Time,True,UTC-5,UTC-4
MA,Bristol,BOX,Eastern Time,True,UTC-5,UTC-4
NY,Queens,OKX,Eastern Time,True,UTC-5,UTC-4
NY,Kings,OKX,Eastern Time,True,UTC-5,UTC-4
NY,Jefferson,BUF,Eastern Time,True,UTC-5,UTC-4
NH,Grafton,GYX,Eastern Time,True,UTC-5,UTC-4
WV,Lewis,RLX,Eastern Time,True,UTC-5,UTC-4
WV,Harrison,RLX,Eastern Time,True,UTC-5,UTC-4
WV,Doddridge,RLX,Eastern Time,True,UTC-5,UTC-4
GA,Wilkes,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Wilcox,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Whitfield,FFC,Eastern Time,True,UTC-5,UTC-4
GA,White,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Wheeler,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Webster,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Wayne,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Washington,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Warren,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Ware,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Walker,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Union,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Twiggs,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Turner,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Troup,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Treutlen,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Towns,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Toombs,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Tift,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Thomas,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Terrell,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Telfair,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Tattnall,CHS,Eastern Time,True,UTC-5,UTC-4
GA,Taliaferro,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Talbot,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Sumter,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Stewart,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Stephens,GSP,Eastern Time,True,UTC-5,UTC-4
GA,Spalding,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Screven,CHS,Eastern Time,True,UTC-5,UTC-4
GA,Schley,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Rockdale,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Richmond,CAE,Eastern Time,True,UTC-5,UTC-4
GA,Randolph,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Rabun,GSP,Eastern Time,True,UTC-5,UTC-4
GA,Putnam,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Pulaski,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Polk,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Pike,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Pierce,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Pickens,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Peach,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Paulding,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Oglethorpe,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Oconee,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Newton,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Muscogee,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Dodge,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Dooly,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Dougherty,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Douglas,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Early,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Echols,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Elbert,GSP,Eastern Time,True,UTC-5,UTC-4
GA,Emanuel,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Fannin,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Fayette,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Floyd,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Forsyth,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Franklin,GSP,Eastern Time,True,UTC-5,UTC-4
GA,Gilmer,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Glascock,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Gordon,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Grady,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Greene,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Gwinnett,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Habersham,GSP,Eastern Time,True,UTC-5,UTC-4
GA,Hall,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Hancock,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Haralson,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Harris,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Hart,GSP,Eastern Time,True,UTC-5,UTC-4
GA,Heard,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Henry,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Houston,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Irwin,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Jackson,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Clayton,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Jefferson,FFC,Eastern Time,True,UTC-5,UTC-4
IN,Vanderburgh,PAH,Central Time,True,UTC-6,UTC-5
IN,Union,ILN,Eastern Time,True,UTC-5,UTC-4
IN,Tipton,IND,Eastern Time,True,UTC-5,UTC-4
IN,Tippecanoe,IND,Eastern Time,True,UTC-5,UTC-4
IN,Switzerland,ILN,Eastern Time,True,UTC-5,UTC-4
IN,Sullivan,IND,Eastern Time,True,UTC-5,UTC-4
IN,Steuben,IWX,Eastern Time,True,UTC-5,UTC-4
IN,Starke,IWX,Central Time,True,UTC-6,UTC-5
IN,Spencer,PAH,Central Time,True,UTC-6,UTC-5
IN,Shelby,IND,Eastern Time,True,UTC-5,UTC-4
IN,Scott,LMK,Eastern Time,True,UTC-5,UTC-4
IN,St. Joseph,IWX,Eastern Time,True,UTC-5,UTC-4
IN,Rush,IND,Eastern Time,True,UTC-5,UTC-4
IN,Washington,LMK,Eastern Time,True,UTC-5,UTC-4
IN,Randolph,IND,Eastern Time,True,UTC-5,UTC-4
IN,Putnam,IND,Eastern Time,True,UTC-5,UTC-4
IN,Pulaski,IWX,Eastern Time,True,UTC-5,UTC-4
IN,Posey,PAH,Central Time,True,UTC-6,UTC-5
IN,Porter,LOT,Central Time,True,UTC-6,UTC-5
IN,Pike,PAH,Eastern Time,True,UTC-5,UTC-4
IN,Perry,LMK,Central Time,True,UTC-6,UTC-5
IN,Parke,IND,Eastern Time,True,UTC-5,UTC-4
IN,Owen,IND,Eastern Time,True,UTC-5,UTC-4
IN,Orange,LMK,Eastern Time,True,UTC-5,UTC-4
IN,Ohio,ILN,Eastern Time,True,UTC-5,UTC-4
IN,Noble,IWX,Eastern Time,True,UTC-5,UTC-4
IN,Newton,LOT,Central Time,True,UTC-6,UTC-5
IN,Morgan,IND,Eastern Time,True,UTC-5,UTC-4
IN,Montgomery,IND,Eastern Time,True,UTC-5,UTC-4
IN,Monroe,IND,Eastern Time,True,UTC-5,UTC-4
IN,Miami,IWX,Eastern Time,True,UTC-5,UTC-4
IN,Martin,IND,Eastern Time,True,UTC-5,UTC-4
IA,Scott,DVN,Central Time,True,UTC-6,UTC-5
IA,Sac,DMX,Central Time,True,UTC-6,UTC-5
IA,Ringgold,DMX,Central Time,True,UTC-6,UTC-5
IA,Poweshiek,DMX,Central Time,True,UTC-6,UTC-5
IA,Pottawattamie,OAX,Central Time,True,UTC-6,UTC-5
IA,Polk,DMX,Central Time,True,UTC-6,UTC-5
IA,Pocahontas,DMX,Central Time,True,UTC-6,UTC-5
IA,Plymouth,FSD,Central Time,True,UTC-6,UTC-5
IA,Palo Alto,DMX,Central Time,True,UTC-6,UTC-5
IA,Page,OAX,Central Time,True,UTC-6,UTC-5
IA,Osceola,FSD,Central Time,True,UTC-6,UTC-5
IA,O'Brien,FSD,Central Time,True,UTC-6,UTC-5
IA,Muscatine,DVN,Central Time,True,UTC-6,UTC-5
IA,Montgomery,OAX,Central Time,True,UTC-6,UTC-5
IA,Monroe,DMX,Central Time,True,UTC-6,UTC-5
IA,Monona,OAX,Central Time,True,UTC-6,UTC-5
IA,Mitchell,ARX,Central Time,True,UTC-6,UTC-5
IA,Mills,OAX,Central Time,True,UTC-6,UTC-5
IA,Marshall,DMX,Central Time,True,UTC-6,UTC-5
IA,Marion,DMX,Central Time,True,UTC-6,UTC-5
IA,Mahaska,DMX,Central Time,True,UTC-6,UTC-5
IA,Madison,DMX,Central Time,True,UTC-6,UTC-5
IA,Lyon,FSD,Central Time,True,UTC-6,UTC-5
IA,Lucas,DMX,Central Time,True,UTC-6,UTC-5
IA,Louisa,DVN,Central Time,True,UTC-6,UTC-5
IA,Linn,DVN,Central Time,True,UTC-6,UTC-5
IA,Lee,DVN,Central Time,True,UTC-6,UTC-5
IA,Kossuth,DMX,Central Time,True,UTC-6,UTC-5
IA,Keokuk,DVN,Central Time,True,UTC-6,UTC-5
IA,Johnson,DVN,Central Time,True,UTC-6,UTC-5
IA,Jefferson,DVN,Central Time,True,UTC-6,UTC-5
IA,Jackson,DVN,Central Time,True,UTC-6,UTC-5
VA,Orange,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Rappahannock,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Rockingham,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Shenandoah,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Warren,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Albemarle,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Spotsylvania,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Augusta,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Frederick,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Greene,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Culpeper,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Clarke,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Madison,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Page,LWX,Eastern Time,True,UTC-5,UTC-4
WV,Morgan,LWX,Eastern Time,True,UTC-5,UTC-4
WV,Jefferson,LWX,Eastern Time,True,UTC-5,UTC-4
WV,Hardy,LWX,Eastern Time,True,UTC-5,UTC-4
WV,Berkeley,LWX,Eastern Time,True,UTC-5,UTC-4
MD,Carroll,LWX,Eastern Time,True,UTC-5,UTC-4
MD,Howard,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Loudoun,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Highland,LWX,Eastern Time,True,UTC-5,UTC-4
WV,Pendleton,LWX,Eastern Time,True,UTC-5,UTC-4
VA,Fauquier,LWX,Eastern Time,True,UTC-5,UTC-4
MD,Allegany,LWX,Eastern Time,True,UTC-5,UTC-4
WV,Mineral,LWX,Eastern Time,True,UTC-5,UTC-4
WV,Grant,LWX,Eastern Time,True,UTC-5,UTC-4
VA,City of Harrisonburg,LWX,Eastern Time,True,UTC-5,UTC-4
VA,City of Waynesboro,LWX,Eastern Time,True,UTC-5,UTC-4
VA,City of Winchester,LWX,Eastern Time,True,UTC-5,UTC-4
VA,City of Staunton,LWX,Eastern Time,True,UTC-5,UTC-4
GA,Murray,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Morgan,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Montgomery,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Monroe,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Mitchell,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Miller,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Meriwether,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Marion,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Madison,FFC,Eastern Time,True,UTC-5,UTC-4
GA,McDuffie,CAE,Eastern Time,True,UTC-5,UTC-4
GA,Lumpkin,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Lowndes,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Lincoln,CAE,Eastern Time,True,UTC-5,UTC-4
GA,Laurens,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Lanier,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Lamar,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Jones,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Johnson,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Jenkins,CHS,Eastern Time,True,UTC-5,UTC-4
GA,Wilkinson,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Jeff Davis,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Upson,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Macon,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Evans,CHS,Eastern Time,True,UTC-5,UTC-4
GA,Lee,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Taylor,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Brooks,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Appling,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Atkinson,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Bacon,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Baker,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Baldwin,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Banks,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Barrow,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Bartow,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Ben Hill,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Berrien,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Bibb,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Bleckley,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Brantley,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Bulloch,CHS,Eastern Time,True,UTC-5,UTC-4
GA,Burke,CAE,Eastern Time,True,UTC-5,UTC-4
GA,Butts,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Calhoun,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Candler,CHS,Eastern Time,True,UTC-5,UTC-4
GA,Carroll,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Catoosa,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Chattahoochee,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Chattooga,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Cherokee,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Clarke,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Worth,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Clinch,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Cobb,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Coffee,JAX,Eastern Time,True,UTC-5,UTC-4
GA,Colquitt,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Columbia,CAE,Eastern Time,True,UTC-5,UTC-4
GA,Cook,TAE,Eastern Time,True,UTC-5,UTC-4
GA,Coweta,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Crawford,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Crisp,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Dade,FFC,Eastern Time,True,UTC-5,UTC-4
GA,Dawson,FFC,Eastern Time,True,UTC-5,UTC-4
GA,DeKalb,FFC,Eastern Time,True,UTC-5,UTC-4
MI,Alcona,APX,Eastern Time,True,UTC-5,UTC-4
MI,Wexford,APX,Eastern Time,True,UTC-5,UTC-4
MI,Iosco,APX,Eastern Time,True,UTC-5,UTC-4
MI,Barry,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Branch,IWX,Eastern Time,True,UTC-5,UTC-4
MI,Calhoun,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Cass,IWX,Eastern Time,True,UTC-5,UTC-4
MI,Clare,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Clinton,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Crawford,APX,Eastern Time,True,UTC-5,UTC-4
MI,Dickinson,MQT,Central Time,True,UTC-6,UTC-5
MI,Eaton,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Genesee,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Gladwin,APX,Eastern Time,True,UTC-5,UTC-4
MI,Gratiot,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Hillsdale,IWX,Eastern Time,True,UTC-5,UTC-4
MI,Ingham,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Ionia,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Iron,MQT,Central Time,True,UTC-6,UTC-5
MI,Isabella,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Jackson,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Kalamazoo,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Kalkaska,APX,Eastern Time,True,UTC-5,UTC-4
MI,Kent,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Lake,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Lapeer,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Lenawee,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Livingston,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Manistee,APX,Eastern Time,True,UTC-5,UTC-4
MI,Mecosta,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Midland,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Missaukee,APX,Eastern Time,True,UTC-5,UTC-4
MI,Montcalm,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Montmorency,APX,Eastern Time,True,UTC-5,UTC-4
MI,Newaygo,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Oakland,DTX,Eastern Time,True,UTC-5,UTC-4
MI,Ogemaw,APX,Eastern Time,True,UTC-5,UTC-4
MI,Osceola,GRR,Eastern Time,True,UTC-5,UTC-4
MI,Oscoda,APX,Eastern Time,True,UTC-5,UTC-4
MI,Otsego,APX,Eastern Time,True,UTC-5,UTC-4
NC,Hoke,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Alamance,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Alexander,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Alleghany,RNK,Eastern Time,True,UTC-5,UTC-4
NC,Anson,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Ashe,RNK,Eastern Time,True,UTC-5,UTC-4
NC,Avery,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Buncombe,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Cabarrus,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Caswell,RNK,Eastern Time,True,UTC-5,UTC-4
NC,Catawba,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Chatham,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Cherokee,MRX,Eastern Time,True,UTC-5,UTC-4
NC,Clay,MRX,Eastern Time,True,UTC-5,UTC-4
NC,Cleveland,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Cumberland,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Davidson,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Davie,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Durham,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Edgecombe,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Forsyth,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Franklin,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Gaston,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Graham,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Granville,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Greene,MHX,Eastern Time,True,UTC-5,UTC-4
NC,Guilford,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Halifax,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Haywood,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Henderson,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Iredell,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Lee,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Lincoln,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Macon,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Madison,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Mecklenburg,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Mitchell,GSP,Eastern Time,True,UTC-5,UTC-4
NC,Montgomery,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Moore,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Yadkin,RNK,Eastern Time,True,UTC-5,UTC-4
NC,Orange,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Person,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Pitt,MHX,Eastern Time,True,UTC-5,UTC-4
NC,Randolph,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Richmond,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Robeson,ILM,Eastern Time,True,UTC-5,UTC-4
NC,Rockingham,RNK,Eastern Time,True,UTC-5,UTC-4
NC,Scotland,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Stanly,RAH,Eastern Time,True,UTC-5,UTC-4
NC,Stokes,RNK,Eastern Time,True,UTC-5,UTC-4
