event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
5493639,Direct,03/18/2006,77,M,Permanent Home
5487738,Direct,01/13/2006,58,F,Permanent Home
5493738,Direct,03/11/2006,40,M,Vehicle/Towed Trailer
5534342,Direct,09/16/2006,10,F,Permanent Home
5511066,Direct,05/09/2006,80,F,Mobile/Trailer Home
5511066,Direct,05/09/2006,82,M,Mobile/Trailer Home
5511067,Direct,05/09/2006,14,M,Permanent Home
5498975,Direct,03/12/2006,54,M,Permanent Home
5497828,Direct,03/12/2006,39,F,Mobile/Trailer Home
5497919,Direct,06/15/2006,66,M,Permanent Home
5497925,Direct,03/12/2006,60,M,Mobile/Trailer Home
5497925,Direct,03/12/2006,57,F,Mobile/Trailer Home
5497925,Direct,03/12/2006,84,F,Permanent Home
5497925,Direct,03/12/2006,85,M,Permanent Home
5500706,Direct,04/07/2006,53,F,Mobile/Trailer Home
5500706,Direct,04/07/2006,81,M,Mobile/Trailer Home
5500707,Direct,04/07/2006,48,F,Mobile/Trailer Home
5500766,Direct,04/07/2006,60,M,Permanent Home
5500766,Direct,04/07/2006,39,F,Mobile/Trailer Home
5500766,Direct,04/07/2006,29,M,Business
5500766,Direct,04/07/2006,46,F,Vehicle/Towed Trailer
5500766,Direct,04/07/2006,44,F,Vehicle/Towed Trailer
5500766,Direct,04/07/2006,57,M,Permanent Home
5500766,Direct,04/07/2006,53,F,Permanent Home
5501074,Direct,04/02/2006,54,M,Business
5502569,Direct,04/13/2006,49,F,Mobile/Trailer Home
5506267,Direct,04/02/2006,69,M,Vehicle/Towed Trailer
5506368,Direct,04/02/2006,37,M,Mobile/Trailer Home
5506368,Direct,04/02/2006,40,F,Mobile/Trailer Home
5506368,Direct,04/02/2006,13,M,Mobile/Trailer Home
5506368,Direct,04/02/2006,69,M,Permanent Home
5506368,Direct,04/02/2006,87,F,Permanent Home
5506368,Direct,04/02/2006,66,M,Permanent Home
5506368,Direct,04/02/2006,63,F,Mobile/Trailer Home
5506368,Direct,04/02/2006,27,M,Mobile/Trailer Home
5506368,Direct,04/02/2006,26,F,Mobile/Trailer Home
5506368,Direct,04/02/2006,47,F,Permanent Home
5506368,Direct,04/02/2006,57,M,Permanent Home
5506368,Direct,04/02/2006,0,M,Permanent Home
5506368,Direct,04/02/2006,67,F,Permanent Home
5506368,Direct,04/02/2006,35,M,Mobile/Trailer Home
5506369,Direct,04/02/2006,61,F,Mobile/Trailer Home
5506369,Direct,04/02/2006,53,F,Permanent Home
5506369,Direct,04/02/2006,28,M,Permanent Home
5506369,Direct,04/02/2006,29,F,Permanent Home
5506369,Direct,04/02/2006,5,M,Permanent Home
5506369,Direct,04/02/2006,3,M,Permanent Home
5506443,Direct,04/02/2006,44,F,Permanent Home
3485,Direct,11/16/2006,6,M,Mobile/Trailer Home
3485,Direct,11/16/2006,13,M,Mobile/Trailer Home
3485,Direct,11/16/2006,29,M,Mobile/Trailer Home
3485,Direct,11/16/2006,25,M,Mobile/Trailer Home
3485,Direct,11/16/2006,49,M,Mobile/Trailer Home
3485,Direct,11/16/2006,23,F,Mobile/Trailer Home
3485,Direct,11/16/2006,27,F,Mobile/Trailer Home
3485,Direct,11/16/2006,43,F,Mobile/Trailer Home
6054,Direct,11/15/2006,62,M,Mobile/Trailer Home
6219,Direct,11/15/2006,43,M,Mobile/Trailer Home
6358,Direct,12/01/2006,50,F,Vehicle/Towed Trailer
7011,Direct,12/29/2006,80,M,Permanent Structure
5493738,Direct,03/11/2006,49,F,Vehicle/Towed Trailer
5506267,Direct,04/02/2006,93,F,Vehicle/Towed Trailer
5493709,Direct,03/12/2006,66,M,Permanent Home
5506368,Direct,04/02/2006,57,F,Permanent Home
5506368,Direct,04/02/2006,77,M,Permanent Home
5506443,Direct,04/02/2006,57,F,Permanent Home
