event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
1182292,Direct,05/25/2024,2,F,Mobile/Trailer Home
1182292,Direct,05/25/2024,5,M,Mobile/Trailer Home
1165426,Direct,05/03/2024,Unknown,M,Mobile/Trailer Home
1167525,Direct,04/26/2024,Unknown,M,Other
1182292,Direct,05/25/2024,15,F,Mobile/Trailer Home
1182292,Direct,05/25/2024,9,M,Mobile/Trailer Home
1182292,Direct,05/25/2024,49,F,Mobile/Trailer Home
1182292,Direct,05/25/2024,72,M,Mobile/Trailer Home
1182292,Direct,05/25/2024,57,M,Mobile/Trailer Home
1150318,Direct,01/09/2024,81,F,Mobile/Trailer Home
1220127,Direct,10/09/2024,82,M,Mobile/Trailer Home
1220127,Direct,10/09/2024,66,M,Mobile/Trailer Home
1220127,Direct,10/09/2024,85,M,Mobile/Trailer Home
1220127,Direct,10/09/2024,70,F,Mobile/Trailer Home
1220127,Direct,10/09/2024,84,F,Mobile/Trailer Home
1220127,Direct,10/09/2024,66,F,Mobile/Trailer Home
1217288,Direct,09/26/2024,Unknown,M,Mobile/Trailer Home
1217288,Direct,09/26/2024,Unknown,F,Mobile/Trailer Home
1224047,Direct,12/28/2024,47,F,Mobile/Trailer Home
1186598,Direct,06/05/2024,2,M,Permanent Home
1188473,Indirect,05/26/2024,43,M,Outside/Open Areas
1184254,Direct,05/06/2024,81,M,Mobile/Trailer Home
1175811,Direct,04/27/2024,53,M,Vehicle/Towed Trailer
1175817,Direct,04/27/2024,63,F,Business
1175819,Direct,04/27/2024,35,M,Mobile/Trailer Home
1175819,Direct,04/27/2024,0,F,Mobile/Trailer Home
1166418,Direct,03/14/2024,69,M,Unknown
1166418,Direct,03/14/2024,70,F,Mobile/Trailer Home
1166418,Direct,03/14/2024,81,F,Mobile/Trailer Home
1184254,Direct,05/06/2024,51,F,Permanent Home
1184520,Direct,05/25/2024,61,F,Mobile/Trailer Home
1184520,Direct,05/25/2024,35,F,Mobile/Trailer Home
1181735,Direct,05/26/2024,26,F,Mobile/Trailer Home
1181746,Direct,05/26/2024,Unknown,Unknown,Unknown
1181746,Direct,05/26/2024,Unknown,Unknown,Unknown
1181746,Direct,05/26/2024,Unknown,Unknown,Unknown
1181781,Direct,05/26/2024,73,F,Mobile/Trailer Home
1187975,Indirect,05/27/2024,54,M,Under Tree
1187987,Direct,05/26/2024,48,F,Permanent Home
1188446,Indirect,05/27/2024,51,F,Permanent Home
1199206,Direct,07/16/2024,82,M,Outside/Open Areas
1186559,Direct,05/10/2024,47,F,Mobile/Trailer Home
1186559,Direct,05/10/2024,17,F,Under Tree
1159053,Direct,01/09/2024,39,M,Mobile/Trailer Home
1161518,Direct,04/21/2024,73,Unknown,Permanent Home
1208443,Direct,08/08/2024,Unknown,M,Permanent Home
1170274,Direct,05/21/2024,49,F,Vehicle/Towed Trailer
1170280,Direct,05/21/2024,70,M,Permanent Home
1170280,Direct,05/21/2024,73,M,Permanent Home
1170280,Direct,05/21/2024,78,M,Permanent Home
1170280,Direct,05/21/2024,77,F,Permanent Home
1203674,Direct,07/08/2024,31,F,Mobile/Trailer Home
1203674,Direct,07/08/2024,Unknown,F,Mobile/Trailer Home
1167432,Direct,05/08/2024,67,F,Mobile/Trailer Home
