event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10091076,Direct,02/11/1981,Unknown,Unknown,
10129998,Direct,02/10/1981,Unknown,Unknown,
10091086,Direct,03/30/1981,Unknown,Unknown,
10058325,Direct,04/22/1981,Unknown,Unknown,
10058326,Direct,04/22/1981,Unknown,Unknown,
10105532,Direct,04/30/1981,Unknown,Unknown,
10059461,Direct,06/21/1981,Unknown,Unknown,
10053798,Direct,06/14/1981,Unknown,Unknown,
10023778,Direct,06/19/1981,Unknown,Unknown,
10003399,Direct,06/21/1981,Unknown,Unknown,
