event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
1317678,Direct,03/06/2026,12,M,Permanent Home
1317686,Direct,03/06/2026,54,F,Unknown
1317686,Direct,03/06/2026,63,M,Unknown
1317686,Direct,03/06/2026,65,F,Mobile/Trailer Home
1320573,Direct,03/10/2026,65,M,Permanent Home
1320574,Direct,03/10/2026,89,M,Permanent Home
1320574,Direct,03/10/2026,86,F,Permanent Home
1320947,Direct,03/06/2026,68,M,Mobile/Trailer Home
1320947,Direct,03/06/2026,65,F,Mobile/Trailer Home
1324861,Direct,03/05/2026,47,F,Vehicle/Towed Trailer
1324861,Direct,03/05/2026,13,F,Vehicle/Towed Trailer
