event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
552175,Direct,12/23/2014,33,F,Business
552175,Direct,12/23/2014,71,F,Mobile/Trailer Home
552175,Direct,12/27/2014,71,M,Vehicle/Towed Trailer
552705,Direct,12/23/2014,45,M,Mobile/Trailer Home
552705,Direct,12/23/2014,40,F,Mobile/Trailer Home
512792,Direct,04/25/2014,0,M,Permanent Home
514014,Direct,06/16/2014,5,F,Mobile/Trailer Home
514042,Direct,06/16/2014,74,M,Vehicle/Towed Trailer
515209,Indirect,04/28/2014,39,F,Vehicle/Towed Trailer
504760,Direct,04/27/2014,57,M,Permanent Home
504760,Direct,04/27/2014,31,M,Permanent Home
504760,Direct,04/27/2014,22,M,Permanent Home
504760,Direct,04/27/2014,50,F,Vehicle/Towed Trailer
504762,Direct,04/27/2014,55,F,Mobile/Trailer Home
505204,Direct,04/27/2014,68,M,Vehicle/Towed Trailer
505228,Direct,04/28/2014,60,M,Mobile/Trailer Home
505228,Direct,04/28/2014,44,F,Mobile/Trailer Home
505288,Direct,04/28/2014,60,F,Mobile/Trailer Home
505288,Direct,04/28/2014,34,M,Mobile/Trailer Home
504758,Direct,04/27/2014,48,M,Permanent Home
504758,Direct,04/27/2014,20,F,Permanent Home
504758,Direct,04/27/2014,14,F,Permanent Home
504760,Direct,04/27/2014,1,F,Mobile/Trailer Home
504760,Direct,04/27/2014,72,F,Permanent Home
504760,Direct,04/27/2014,51,M,Permanent Home
504760,Direct,04/27/2014,82,M,Permanent Home
504760,Direct,04/27/2014,9,M,Permanent Home
504760,Direct,04/27/2014,7,M,Permanent Home
504760,Direct,04/27/2014,52,M,Permanent Home
504760,Direct,04/27/2014,53,F,Permanent Home
505635,Indirect,05/23/2014,94,F,Mobile/Trailer Home
508158,Direct,04/28/2014,53,F,Business
508158,Direct,04/28/2014,60,M,Permanent Home
508158,Direct,04/28/2014,38,M,Permanent Home
508158,Direct,04/28/2014,61,M,Permanent Home
508158,Direct,04/28/2014,64,F,Permanent Home
508158,Direct,04/28/2014,31,F,Permanent Home
508158,Direct,04/28/2014,44,M,Permanent Home
508158,Direct,04/28/2014,8,M,Permanent Home
508158,Direct,04/28/2014,85,F,Permanent Home
508158,Direct,04/28/2014,55,F,Permanent Home
508388,Direct,04/28/2014,49,F,Vehicle/Towed Trailer
504262,Direct,04/27/2014,40,F,Outside/Open Areas
504262,Direct,04/27/2014,50,F,Outside/Open Areas
543173,Direct,10/13/2014,33,M,Mobile/Trailer Home
520552,Direct,07/08/2014,35,F,Mobile/Trailer Home
520552,Direct,07/08/2014,70,F,Mobile/Trailer Home
520552,Direct,07/08/2014,0,F,Mobile/Trailer Home
520552,Direct,07/08/2014,53,M,Permanent Home
