event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
5558502,Direct,07/28/1996,81,M,Permanent Home
5537373,Direct,02/02/1996,85,F,Mobile/Trailer Home
5541765,Direct,02/02/1996,63,M,Other
5546526,Direct,03/06/1996,17,F,Permanent Home
5546526,Direct,03/06/1996,50,M,Mobile/Trailer Home
5546526,Direct,03/06/1996,52,F,Mobile/Trailer Home
5546532,Direct,03/06/1996,25,M,Mobile/Trailer Home
5546532,Direct,03/06/1996,30,M,Mobile/Trailer Home
5562706,Direct,04/21/1996,37,M,Mobile/Trailer Home
5562706,Direct,04/21/1996,10,M,Mobile/Trailer Home
5584104,Direct,04/21/1996,2,F,Permanent Home
5584104,Direct,04/21/1996,5,M,Permanent Home
5543481,Direct,04/14/1996,71,M,Mobile/Trailer Home
5543481,Direct,04/14/1996,64,F,Mobile/Trailer Home
5543481,Direct,04/14/1996,65,M,Mobile/Trailer Home
5543481,Direct,04/14/1996,65,F,Mobile/Trailer Home
5543481,Direct,04/14/1996,53,F,Permanent Home
5543482,Direct,04/14/1996,54,M,Permanent Home
5543482,Direct,04/14/1996,50,F,Permanent Home
5543905,Direct,04/19/1996,55,F,Vehicle/Towed Trailer
5555353,Direct,05/12/1996,78,M,Mobile/Trailer Home
5546526,Direct,03/06/1996,71,M,Permanent Home
5573197,Direct,11/08/1996,7,F,Mobile/Trailer Home
5581130,Direct,11/30/1996,23,M,Vehicle/Towed Trailer
5580101,Direct,12/07/1996,50,M,Mobile/Trailer Home
5581130,Direct,11/30/1996,Unknown,M,Vehicle/Towed Trailer
