event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
817483,Direct,05/27/2019,82,M,Permanent Home
813640,Direct,03/03/2019,59,F,Mobile/Trailer Home
813640,Direct,03/03/2019,68,F,Mobile/Trailer Home
813640,Direct,03/03/2019,69,F,Mobile/Trailer Home
813640,Direct,03/03/2019,63,M,Mobile/Trailer Home
813640,Direct,03/03/2019,62,F,Mobile/Trailer Home
813640,Direct,03/03/2019,65,M,Mobile/Trailer Home
813640,Direct,03/03/2019,63,F,Mobile/Trailer Home
813640,Direct,03/03/2019,38,M,Mobile/Trailer Home
813640,Direct,03/03/2019,86,M,Mobile/Trailer Home
813640,Direct,03/03/2019,59,M,Mobile/Trailer Home
813640,Direct,03/03/2019,59,F,Mobile/Trailer Home
813640,Direct,03/03/2019,10,M,Mobile/Trailer Home
813640,Direct,03/03/2019,53,M,Mobile/Trailer Home
813640,Direct,03/03/2019,41,F,Mobile/Trailer Home
813640,Direct,03/03/2019,6,M,Mobile/Trailer Home
813640,Direct,03/03/2019,22,F,Mobile/Trailer Home
813640,Direct,03/03/2019,22,M,Mobile/Trailer Home
813640,Direct,03/03/2019,9,M,Mobile/Trailer Home
813640,Direct,03/03/2019,8,F,Mobile/Trailer Home
813640,Direct,03/03/2019,57,F,Permanent Home
813640,Direct,03/03/2019,89,M,Permanent Home
813640,Direct,03/03/2019,53,M,Permanent Home
813640,Direct,03/03/2019,83,F,Permanent Home
828197,Direct,05/22/2019,56,F,Mobile/Trailer Home
828197,Direct,05/22/2019,86,M,Permanent Home
865237,Direct,12/16/2019,35,M,Mobile/Trailer Home
865237,Direct,12/16/2019,34,F,Mobile/Trailer Home
828197,Direct,05/22/2019,83,F,Permanent Home
869482,Direct,12/16/2019,59,F,Mobile/Trailer Home
857862,Direct,12/10/2019,50,F,Mobile/Trailer Home
827043,Direct,05/18/2019,Unknown,M,Permanent Home
827076,Direct,05/18/2019,Unknown,Unknown,Unknown
827076,Direct,05/18/2019,Unknown,Unknown,Unknown
799239,Direct,02/23/2019,41,F,Permanent Structure
799239,Indirect,02/27/2019,77,M,Permanent Structure
811397,Direct,04/13/2019,Unknown,Unknown,Outside/Open Areas
815582,Direct,04/25/2019,35,F,Permanent Home
815582,Direct,04/25/2019,14,M,Permanent Home
807386,Direct,04/13/2019,Unknown,F,Mobile/Trailer Home
822242,Direct,04/30/2019,58,F,Mobile/Trailer Home
822242,Direct,04/30/2019,83,F,Mobile/Trailer Home
815468,Direct,04/13/2019,95,M,Mobile/Trailer Home
830307,Direct,05/25/2019,54,M,Mobile/Trailer Home
830307,Direct,05/25/2019,47,F,Mobile/Trailer Home
814521,Direct,05/22/2019,74,F,Permanent Home
