event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10034931,Direct,04/04/1968,Unknown,Unknown,
9982108,Direct,04/03/1968,Unknown,Unknown,
10083172,Direct,04/23/1968,Unknown,Unknown,
10083175,Direct,04/23/1968,Unknown,Unknown,
10034929,Direct,04/03/1968,Unknown,Unknown,
10033531,Direct,04/23/1968,Unknown,Unknown,
9983234,Direct,05/15/1968,Unknown,Unknown,
10006558,Direct,05/16/1968,Unknown,Unknown,
10053432,Direct,06/10/1968,Unknown,Unknown,
10040731,Direct,06/11/1968,Unknown,Unknown,
9978436,Direct,11/17/1968,Unknown,Unknown,
10049712,Direct,12/27/1968,Unknown,Unknown,
