event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
73744,Direct,01/07/2008,84,F,Permanent Home
73745,Direct,01/07/2008,52,F,Mobile/Trailer Home
73745,Direct,01/31/2008,100,M,Permanent Home
123372,Direct,07/24/2008,57,F,Permanent Home
79138,Direct,02/05/2008,52,F,Mobile/Trailer Home
79138,Direct,02/05/2008,57,M,Mobile/Trailer Home
79138,Direct,02/05/2008,33,M,Mobile/Trailer Home
79138,Direct,02/16/2008,26,M,Mobile/Trailer Home
79138,Direct,02/05/2008,49,M,Permanent Home
79138,Indirect,02/05/2008,63,M,Permanent Home
79138,Direct,02/05/2008,72,F,Permanent Home
79138,Direct,02/05/2008,23,F,Permanent Home
79650,Direct,02/05/2008,86,F,Mobile/Trailer Home
79650,Direct,02/05/2008,84,M,Mobile/Trailer Home
79653,Direct,02/05/2008,79,F,Church
79653,Direct,02/08/2008,29,M,Mobile/Trailer Home
79653,Direct,02/05/2008,19,M,Mobile/Trailer Home
79653,Direct,02/05/2008,42,F,Mobile/Trailer Home
79653,Direct,02/05/2008,35,M,Mobile/Trailer Home
79653,Direct,02/05/2008,59,M,Mobile/Trailer Home
79653,Direct,02/05/2008,90,M,Mobile/Trailer Home
79653,Direct,02/05/2008,74,M,Mobile/Trailer Home
79653,Indirect,02/06/2008,48,M,Permanent Home
79653,Direct,02/05/2008,49,M,Permanent Home
79653,Direct,02/05/2008,4,F,Permanent Home
79653,Direct,02/05/2008,54,M,Permanent Home
79653,Direct,03/12/2008,58,F,Permanent Home
79653,Direct,02/05/2008,54,M,Permanent Home
79999,Direct,02/06/2008,2,M,Mobile/Trailer Home
79999,Direct,02/06/2008,53,F,Mobile/Trailer Home
79999,Direct,02/06/2008,50,M,Mobile/Trailer Home
79999,Direct,02/06/2008,58,F,Mobile/Trailer Home
80997,Direct,02/05/2008,78,F,Mobile/Trailer Home
80997,Direct,02/05/2008,56,M,Other
80997,Direct,02/05/2008,40,M,Permanent Home
80997,Direct,02/05/2008,42,F,Permanent Home
80997,Direct,02/05/2008,10,F,Permanent Home
81031,Direct,02/05/2008,84,M,Mobile/Trailer Home
81031,Direct,02/05/2008,68,F,Mobile/Trailer Home
105754,Indirect,05/29/2008,29,M,Vehicle/Towed Trailer
109027,Direct,05/10/2008,80,F,Permanent Home
109027,Direct,05/10/2008,30,F,Permanent Home
109027,Direct,05/10/2008,48,F,Permanent Home
109027,Direct,05/10/2008,20,M,Vehicle/Towed Trailer
109027,Direct,05/10/2008,19,F,Vehicle/Towed Trailer
109027,Direct,05/10/2008,28,M,Vehicle/Towed Trailer
109456,Indirect,05/29/2008,62,F,Permanent Home
109456,Direct,05/25/2008,2,M,Permanent Home
90824,Direct,05/25/2008,48,M,Permanent Home
90824,Direct,05/25/2008,71,F,Permanent Home
90824,Direct,05/26/2008,72,M,Permanent Home
90824,Direct,06/03/2008,85,F,Permanent Home
