event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
9979430,Direct,02/13/1952,Unknown,Unknown,
9979434,Direct,02/13/1952,Unknown,Unknown,
9983019,Direct,03/21/1952,Unknown,Unknown,
9983027,Direct,03/21/1952,Unknown,Unknown,
9983028,Direct,03/21/1952,Unknown,Unknown,
9983029,Direct,03/21/1952,Unknown,Unknown,
10126260,Direct,03/21/1952,Unknown,Unknown,
10072247,Direct,07/19/1952,Unknown,Unknown,
10089665,Direct,07/01/1952,Unknown,Unknown,
10063636,Direct,08/21/1952,Unknown,Unknown,
