event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
374200,Direct,03/23/2012,60,F,Mobile/Trailer Home
374385,Direct,03/02/2012,57,M,Mobile/Trailer Home
378771,Direct,04/14/2012,7,F,Mobile/Trailer Home
378771,Direct,04/14/2012,4,F,Mobile/Trailer Home
378771,Direct,04/14/2012,24,M,Mobile/Trailer Home
378771,Direct,04/14/2012,63,M,Mobile/Trailer Home
378771,Direct,04/14/2012,41,M,Outside/Open Areas
378771,Direct,04/14/2012,10,F,Outside/Open Areas
379209,Direct,06/24/2012,32,F,Permanent Home
384508,Direct,06/04/2012,70,M,Mobile/Trailer Home
384508,Direct,06/04/2012,50,M,Mobile/Trailer Home
384508,Direct,06/04/2012,48,M,Mobile/Trailer Home
368695,Indirect,03/04/2012,79,M,Permanent Structure
368706,Direct,03/02/2012,51,M,Mobile/Trailer Home
368706,Direct,03/02/2012,72,F,Mobile/Trailer Home
368706,Direct,03/02/2012,90,M,Mobile/Trailer Home
368706,Direct,03/02/2012,86,F,Mobile/Trailer Home
368706,Direct,03/02/2012,50,F,Mobile/Trailer Home
368706,Direct,03/02/2012,86,M,Permanent Home
368708,Direct,03/23/2012,37,F,Mobile/Trailer Home
368708,Direct,03/02/2012,64,F,Mobile/Trailer Home
368708,Direct,03/02/2012,72,F,Mobile/Trailer Home
368708,Direct,03/02/2012,48,F,Mobile/Trailer Home
368708,Direct,03/02/2012,81,M,Mobile/Trailer Home
368708,Direct,03/02/2012,49,M,Mobile/Trailer Home
368754,Direct,03/02/2012,16,M,Mobile/Trailer Home
368754,Direct,03/02/2012,20,M,Mobile/Trailer Home
369430,Direct,03/02/2012,54,M,Mobile/Trailer Home
369430,Direct,03/02/2012,58,M,Mobile/Trailer Home
369430,Direct,03/02/2012,64,F,Permanent Home
369474,Direct,03/02/2012,79,M,Permanent Structure
369474,Direct,03/02/2012,73,F,Permanent Structure
369474,Direct,03/02/2012,25,M,Vehicle/Towed Trailer
369474,Direct,03/02/2012,43,F,Vehicle/Towed Trailer
370174,Direct,03/02/2012,99,F,Mobile/Trailer Home
359087,Direct,02/28/2012,53,M,Permanent Home
359691,Direct,03/07/2012,70,M,Permanent Home
359691,Direct,02/29/2012,50,M,Permanent Home
369148,Direct,03/02/2012,59,M,Mobile/Trailer Home
369148,Direct,03/02/2012,27,M,Mobile/Trailer Home
359691,Direct,02/29/2012,22,F,Permanent Home
359691,Direct,02/29/2012,75,F,Permanent Home
359691,Direct,02/29/2012,61,F,Permanent Home
359691,Direct,02/29/2012,64,M,Permanent Home
359691,Direct,02/29/2012,74,F,Permanent Home
359691,Direct,05/31/2012,74,M,Permanent Home
359709,Direct,02/29/2012,50,M,Mobile/Trailer Home
359896,Direct,03/02/2012,21,M,Mobile/Trailer Home
359896,Direct,03/02/2012,20,M,Mobile/Trailer Home
359896,Direct,03/02/2012,2,M,Mobile/Trailer Home
359896,Direct,03/02/2012,1,F,Mobile/Trailer Home
359896,Direct,03/02/2012,1,F,Mobile/Trailer Home
359912,Direct,03/02/2012,62,M,Mobile/Trailer Home
359915,Direct,03/02/2012,70,M,Permanent Home
359915,Direct,03/02/2012,70,F,Permanent Home
359915,Direct,03/02/2012,4,F,Permanent Home
359915,Direct,03/02/2012,30,F,Permanent Home
359916,Direct,03/02/2012,72,M,Permanent Home
362592,Direct,02/29/2012,62,F,Permanent Home
362596,Direct,02/29/2012,46,F,Mobile/Trailer Home
362596,Direct,02/29/2012,69,F,Permanent Home
363341,Direct,02/29/2012,70,M,Mobile/Trailer Home
363558,Direct,01/23/2012,81,M,Mobile/Trailer Home
364186,Direct,02/28/2012,42,F,Mobile/Trailer Home
364295,Direct,01/23/2012,16,F,Permanent Home
365156,Indirect,02/22/2012,73,F,Outside/Open Areas
366020,Direct,03/02/2012,65,F,Mobile/Trailer Home
366020,Direct,03/02/2012,14,F,Mobile/Trailer Home
368695,Direct,03/02/2012,54,F,Mobile/Trailer Home
368695,Direct,03/02/2012,47,F,Permanent Structure
