event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10075750,Direct,03/16/1955,Unknown,Unknown,
10083328,Direct,03/01/1955,Unknown,Unknown,
10117756,Direct,03/22/1955,Unknown,Unknown,
9984179,Direct,04/21/1955,Unknown,Unknown,
10119605,Direct,04/06/1955,Unknown,Unknown,
10120496,Direct,05/06/1955,Unknown,Unknown,
10053169,Direct,07/07/1955,Unknown,Unknown,
10069377,Direct,07/08/1955,Unknown,Unknown,
10092596,Direct,07/15/1955,Unknown,Unknown,
10053185,Direct,09/16/1955,Unknown,Unknown,
10025415,Direct,09/22/1955,Unknown,Unknown,
10000347,Direct,10/28/1955,Unknown,Unknown,
9983070,Direct,11/15/1955,Unknown,Unknown,
