event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10047270,Direct,06/16/1992,Unknown,Unknown,
10162791,Direct,08/29/1992,Unknown,Unknown,
10001377,Direct,10/03/1992,Unknown,Unknown,
10062527,Direct,11/22/1992,Unknown,Unknown,
10062534,Direct,11/22/1992,Unknown,Unknown,
10062536,Direct,11/22/1992,Unknown,Unknown,
10109884,Direct,11/22/1992,Unknown,Unknown,
10120394,Direct,11/22/1992,Unknown,Unknown,
10031845,Direct,11/22/1992,Unknown,Unknown,
10010606,Direct,11/22/1992,Unknown,Unknown,
10009523,Direct,11/22/1992,Unknown,Unknown,
