event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10133829,Direct,04/17/1970,Unknown,Unknown,
10134949,Direct,04/25/1970,Unknown,Unknown,
9981033,Direct,06/11/1970,Unknown,Unknown,
10077195,Direct,06/18/1970,Unknown,Unknown,
10092223,Direct,06/11/1970,Unknown,Unknown,
10092227,Direct,06/11/1970,Unknown,Unknown,
10117868,Direct,06/18/1970,Unknown,Unknown,
10132706,Direct,06/24/1970,Unknown,Unknown,
10116668,Direct,07/14/1970,Unknown,Unknown,
9996439,Direct,07/22/1970,Unknown,Unknown,
10132716,Direct,07/04/1970,Unknown,Unknown,
10040166,Direct,10/03/1970,Unknown,Unknown,
10030888,Direct,10/11/1970,Unknown,Unknown,
10124473,Direct,04/27/1970,Unknown,Unknown,
10133822,Direct,04/17/1970,Unknown,Unknown,
