event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
5146784,Direct,05/12/2000,80,F,Permanent Home
5137406,Direct,03/28/2000,52,M,Outside/Open Areas
5137406,Direct,03/28/2000,67,M,Outside/Open Areas
5139372,Direct,04/20/2000,19,M,Vehicle/Towed Trailer
5141875,Direct,04/02/2000,90,F,Mobile/Trailer Home
5145458,Direct,05/28/2000,72,F,Permanent Home
5175230,Direct,09/20/2000,63,M,Vehicle/Towed Trailer
5163249,Direct,07/25/2000,82,M,Permanent Home
5146784,Direct,05/12/2000,70,M,Permanent Home
5166971,Direct,12/16/2000,40,M,Vehicle/Towed Trailer
5166971,Direct,12/16/2000,20,M,Mobile/Trailer Home
5166971,Direct,12/16/2000,39,F,Mobile/Trailer Home
5166971,Direct,12/16/2000,53,F,Mobile/Trailer Home
5166971,Direct,12/16/2000,83,F,Mobile/Trailer Home
5166971,Direct,12/16/2000,26,M,Mobile/Trailer Home
5166971,Direct,12/16/2000,1,M,Mobile/Trailer Home
5166971,Direct,12/16/2000,9,M,Mobile/Trailer Home
5166971,Direct,12/16/2000,39,F,Mobile/Trailer Home
5166971,Direct,12/16/2000,56,F,Mobile/Trailer Home
5167810,Direct,12/17/2000,35,F,Mobile/Trailer Home
5132156,Direct,02/13/2000,55,F,Mobile/Trailer Home
5132156,Direct,02/13/2000,18,F,Mobile/Trailer Home
5132156,Direct,02/13/2000,50,F,Mobile/Trailer Home
5132156,Direct,02/13/2000,17,M,Mobile/Trailer Home
5132156,Direct,02/13/2000,47,M,Mobile/Trailer Home
5132156,Direct,02/13/2000,40,F,Mobile/Trailer Home
5132156,Direct,02/13/2000,33,F,Mobile/Trailer Home
5132156,Direct,02/13/2000,17,F,Mobile/Trailer Home
5132156,Direct,02/13/2000,25,F,Mobile/Trailer Home
5132156,Direct,02/13/2000,51,F,Mobile/Trailer Home
5132156,Direct,02/13/2000,51,F,Mobile/Trailer Home
5132157,Direct,02/14/2000,64,M,Permanent Home
5132157,Direct,02/14/2000,63,F,Permanent Home
5132157,Direct,02/14/2000,54,F,Mobile/Trailer Home
5132157,Direct,02/14/2000,85,M,Mobile/Trailer Home
5132157,Direct,02/14/2000,1,F,Mobile/Trailer Home
5132157,Direct,02/14/2000,28,F,Mobile/Trailer Home
5132159,Direct,02/14/2000,43,F,Mobile/Trailer Home
5132572,Direct,02/14/2000,73,M,Mobile/Trailer Home
5166971,Direct,12/16/2000,64,F,Permanent Home
5174266,Direct,09/23/2000,68,M,Vehicle/Towed Trailer
