event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10009970,Direct,01/24/1967,Unknown,Unknown,
10012003,Direct,01/24/1967,Unknown,Unknown,
10123076,Direct,03/12/1967,Unknown,Unknown,
10010012,Direct,04/21/1967,Unknown,Unknown,
9976147,Direct,05/06/1967,Unknown,Unknown,
10041183,Direct,05/19/1967,Unknown,Unknown,
10123974,Direct,05/31/1967,Unknown,Unknown,
10028301,Direct,06/23/1967,Unknown,Unknown,
10028244,Direct,06/09/1967,Unknown,Unknown,
10053368,Direct,07/22/1967,Unknown,Unknown,
10135805,Direct,09/20/1967,Unknown,Unknown,
9985327,Direct,12/10/1967,Unknown,Unknown,
9985335,Direct,12/10/1967,Unknown,Unknown,
10048558,Direct,12/21/1967,Unknown,Unknown,
