event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10333134,Direct,04/11/1994,Unknown,Unknown,
10349787,Direct,04/15/1994,Unknown,Unknown,
10347036,Direct,04/16/1994,Unknown,Unknown,
10349981,Direct,04/15/1994,Unknown,Unknown,
10351365,Direct,04/15/1994,Unknown,Unknown,
10332955,Direct,06/25/1994,Unknown,Unknown,
10319040,Direct,06/27/1994,Unknown,Unknown,
10318914,Direct,06/27/1994,Unknown,Unknown,
10317917,Direct,11/15/1994,Unknown,Unknown,
10349029,Direct,11/27/1994,Unknown,Unknown,
