event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
5345281,Direct,02/22/2003,27,F,Mobile/Trailer Home
5371873,Direct,10/27/2003,77,F,Outside/Open Areas
5346695,Direct,03/19/2003,75,M,Mobile/Trailer Home
5347027,Direct,03/20/2003,1,M,Mobile/Trailer Home
5370039,Direct,06/23/2003,70,M,Heavy Equipment/Construction
5347027,Direct,03/20/2003,8,M,Mobile/Trailer Home
5347027,Direct,03/20/2003,40,F,Mobile/Trailer Home
5347027,Direct,03/20/2003,42,M,Mobile/Trailer Home
5347028,Direct,03/20/2003,77,F,Mobile/Trailer Home
5347028,Direct,03/20/2003,50,M,Mobile/Trailer Home
5352326,Direct,05/06/2003,65,F,Mobile/Trailer Home
5357139,Direct,05/11/2003,29,F,Mobile/Trailer Home
5356963,Direct,05/04/2003,1,M,Permanent Home
5356963,Direct,05/04/2003,7,M,Mobile/Trailer Home
5356963,Direct,05/04/2003,8,M,Mobile/Trailer Home
5356963,Direct,05/04/2003,23,F,Mobile/Trailer Home
5356963,Direct,05/04/2003,25,F,Mobile/Trailer Home
5356963,Direct,05/04/2003,33,M,Mobile/Trailer Home
5356963,Direct,05/04/2003,39,M,Mobile/Trailer Home
5356963,Direct,05/04/2003,40,F,Mobile/Trailer Home
5356963,Direct,05/04/2003,44,F,Mobile/Trailer Home
5356963,Direct,05/04/2003,53,M,Mobile/Trailer Home
5358085,Direct,05/04/2003,50,F,Permanent Home
5358085,Direct,05/04/2003,80,M,Permanent Home
5358085,Direct,05/04/2003,73,F,Permanent Home
5358086,Direct,05/04/2003,48,F,Mobile/Trailer Home
5358086,Direct,05/04/2003,68,M,Permanent Home
5358087,Direct,05/04/2003,88,M,Permanent Home
5358164,Direct,06/18/2003,83,F,Permanent Home
5358164,Direct,05/04/2003,53,M,Mobile/Trailer Home
5358164,Direct,05/04/2003,75,M,Permanent Home
5358164,Direct,05/04/2003,76,F,Permanent Home
5358167,Direct,05/04/2003,34,M,Outside/Open Areas
5358167,Direct,05/04/2003,86,M,Permanent Home
5358169,Direct,05/04/2003,63,F,Permanent Home
5358172,Direct,05/04/2003,49,M,Permanent Home
5358172,Direct,05/04/2003,47,F,Permanent Home
5358175,Direct,05/04/2003,40,F,Outside/Open Areas
5358178,Direct,05/04/2003,71,M,Permanent Home
5358181,Direct,05/04/2003,46,F,Mobile/Trailer Home
5358181,Direct,05/04/2003,52,M,Other
5358181,Direct,05/04/2003,1,M,Mobile/Trailer Home
5358181,Direct,05/04/2003,52,F,Permanent Home
5358181,Direct,05/04/2003,39,F,Mobile/Trailer Home
5345281,Direct,02/22/2003,40,M,Mobile/Trailer Home
5344775,Direct,03/27/2003,65,M,Permanent Home
5356963,Direct,05/04/2003,22,F,Permanent Home
5358086,Direct,05/04/2003,87,F,Permanent Home
5358167,Direct,05/04/2003,40,M,Permanent Home
5358178,Direct,05/04/2003,62,F,Permanent Home
5331471,Direct,11/17/2003,17,F,Vehicle/Towed Trailer
