event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
9983051,Direct,02/16/1954,Unknown,Unknown,
10029329,Direct,02/19/1954,Unknown,Unknown,
10001466,Direct,03/13/1954,Unknown,Unknown,
10010593,Direct,04/07/1954,Unknown,Unknown,
10029333,Direct,04/30/1954,Unknown,Unknown,
10072732,Direct,06/17/1954,Unknown,Unknown,
10015656,Direct,06/09/1954,Unknown,Unknown,
10122950,Direct,06/01/1954,Unknown,Unknown,
10122952,Direct,06/01/1954,Unknown,Unknown,
10122954,Direct,06/02/1954,Unknown,Unknown,
10042626,Direct,08/11/1954,Unknown,Unknown,
10083325,Direct,09/30/1954,Unknown,Unknown,
10000301,Direct,12/05/1954,Unknown,Unknown,
10000311,Direct,12/05/1954,Unknown,Unknown,
