event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10061201,Direct,01/03/1982,Unknown,Unknown,
10057498,Direct,03/15/1982,Unknown,Unknown,
10107881,Direct,03/15/1982,Unknown,Unknown,
10021605,Direct,03/15/1982,Unknown,Unknown,
10021830,Direct,03/15/1982,Unknown,Unknown,
10021835,Direct,03/15/1982,Unknown,Unknown,
10004532,Direct,03/30/1982,Unknown,Unknown,
9980179,Direct,04/02/1982,Unknown,Unknown,
9980180,Direct,04/02/1982,Unknown,Unknown,
10128749,Direct,04/02/1982,Unknown,Unknown,
10130242,Direct,05/13/1982,Unknown,Unknown,
9983636,Direct,05/28/1982,Unknown,Unknown,
10038542,Direct,06/15/1982,Unknown,Unknown,
10090053,Direct,06/13/1982,Unknown,Unknown,
9998665,Direct,06/17/1982,Unknown,Unknown,
10146401,Direct,06/16/1982,Unknown,Unknown,
9999776,Direct,09/26/1982,Unknown,Unknown,
10144602,Direct,09/03/1982,Unknown,Unknown,
10056523,Direct,12/24/1982,Unknown,Unknown,
9990406,Direct,12/02/1982,Unknown,Unknown,
9990407,Direct,12/02/1982,Unknown,Unknown,
9989773,Direct,12/24/1982,Unknown,Unknown,
9989784,Direct,12/24/1982,Unknown,Unknown,
