event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10060608,Direct,03/20/1980,Unknown,Unknown,
10001880,Direct,03/01/1980,Unknown,Unknown,
10060634,Direct,04/25/1980,Unknown,Unknown,
10131258,Direct,04/07/1980,Unknown,Unknown,
10042726,Direct,05/15/1980,Unknown,Unknown,
10042731,Direct,05/16/1980,Unknown,Unknown,
10017336,Direct,05/30/1980,Unknown,Unknown,
10066167,Direct,06/03/1980,Unknown,Unknown,
10066169,Direct,06/03/1980,Unknown,Unknown,
10019565,Direct,06/07/1980,Unknown,Unknown,
10018443,Direct,06/02/1980,Unknown,Unknown,
10152353,Direct,07/15/1980,Unknown,Unknown,
10152355,Direct,07/15/1980,Unknown,Unknown,
10152360,Direct,07/15/1980,Unknown,Unknown,
10054908,Direct,09/03/1980,Unknown,Unknown,
9979974,Direct,10/17/1980,Unknown,Unknown,
