event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
5233457,Direct,02/24/2001,2,M,Mobile/Trailer Home
5272278,Direct,11/24/2001,42,F,Mobile/Trailer Home
5272278,Direct,11/24/2001,63,F,Mobile/Trailer Home
5272365,Direct,11/24/2001,70,F,Mobile/Trailer Home
5272365,Direct,11/24/2001,40,M,Mobile/Trailer Home
5273824,Direct,11/23/2001,42,F,Mobile/Trailer Home
5236229,Direct,04/21/2001,69,M,Permanent Home
5235560,Direct,04/11/2001,41,M,Mobile/Trailer Home
5235588,Direct,03/12/2001,12,F,Mobile/Trailer Home
5235588,Direct,03/12/2001,70,F,Mobile/Trailer Home
5238186,Direct,03/15/2001,59,M,Mobile/Trailer Home
5243127,Direct,04/11/2001,45,M,Mobile/Trailer Home
5274077,Direct,11/24/2001,73,F,Permanent Home
5274077,Direct,11/24/2001,61,F,Permanent Home
5274078,Direct,11/24/2001,10,F,Mobile/Trailer Home
5249745,Direct,05/31/2001,64,M,Permanent Home
5256331,Direct,06/07/2001,70,M,Vehicle/Towed Trailer
5255508,Direct,06/11/2001,32,M,Permanent Home
5261853,Direct,06/18/2001,80,F,Permanent Home
5261853,Direct,06/18/2001,77,M,Permanent Home
5270224,Direct,09/24/2001,23,F,Vehicle/Towed Trailer
5271991,Direct,10/24/2001,57,F,Mobile/Trailer Home
5272442,Direct,11/24/2001,74,M,Mobile/Trailer Home
5272442,Direct,11/24/2001,71,F,Mobile/Trailer Home
5272442,Direct,11/29/2001,89,M,Permanent Home
5272625,Direct,11/24/2001,0,M,Permanent Home
5270224,Direct,09/24/2001,20,F,Vehicle/Towed Trailer
5272625,Direct,11/24/2001,25,F,Permanent Home
