event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
574338,Direct,04/09/2015,67,F,Permanent Home
574338,Direct,04/09/2015,69,F,Permanent Home
575796,Direct,05/09/2015,84,F,Mobile/Trailer Home
575884,Direct,05/25/2015,59,M,Mobile/Trailer Home
566748,Direct,05/10/2015,28,M,Mobile/Trailer Home
566748,Direct,05/10/2015,29,F,Mobile/Trailer Home
570339,Direct,05/10/2015,62,F,Mobile/Trailer Home
570339,Direct,05/10/2015,60,M,Mobile/Trailer Home
606471,Direct,12/26/2015,1,F,Vehicle/Towed Trailer
606471,Direct,12/26/2015,27,F,Vehicle/Towed Trailer
606471,Direct,12/26/2015,19,M,Vehicle/Towed Trailer
606471,Direct,12/26/2015,30,F,Vehicle/Towed Trailer
606471,Direct,12/26/2015,32,F,Vehicle/Towed Trailer
606471,Direct,12/26/2015,58,M,Vehicle/Towed Trailer
606471,Direct,12/26/2015,77,M,Vehicle/Towed Trailer
606471,Direct,12/26/2015,42,F,Vehicle/Towed Trailer
606480,Direct,12/26/2015,49,M,Business
606480,Direct,12/26/2015,65,M,Business
606484,Direct,12/26/2015,0,F,Mobile/Trailer Home
582549,Direct,05/25/2015,48,F,Mobile/Trailer Home
560188,Direct,03/25/2015,41,M,Mobile/Trailer Home
610224,Direct,12/23/2015,61,F,Mobile/Trailer Home
610224,Direct,12/23/2015,78,F,Mobile/Trailer Home
610235,Direct,12/23/2015,80,F,Mobile/Trailer Home
610235,Direct,12/23/2015,7,M,Vehicle/Towed Trailer
610236,Direct,12/23/2015,69,M,Mobile/Trailer Home
610236,Direct,12/23/2015,67,F,Mobile/Trailer Home
610236,Direct,12/23/2015,67,M,Permanent Home
610236,Direct,12/23/2015,58,F,Permanent Home
610236,Direct,12/23/2015,47,M,Permanent Home
610236,Direct,12/23/2015,34,F,Permanent Home
610237,Direct,12/23/2015,61,F,Mobile/Trailer Home
607144,Direct,12/23/2015,70,M,Permanent Home
607144,Direct,12/23/2015,69,F,Permanent Home
