event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
609389,Direct,01/17/2016,58,M,Mobile/Trailer Home
609389,Direct,01/17/2016,51,F,Mobile/Trailer Home
665859,Direct,11/30/2016,26,M,Mobile/Trailer Home
665859,Direct,11/30/2016,22,F,Mobile/Trailer Home
665859,Direct,11/30/2016,21,F,Mobile/Trailer Home
662323,Direct,11/30/2016,Unknown,M,Mobile/Trailer Home
662323,Direct,11/30/2016,Unknown,F,Mobile/Trailer Home
613449,Direct,02/23/2016,59,M,Mobile/Trailer Home
613449,Direct,02/23/2016,51,M,Mobile/Trailer Home
616788,Direct,02/23/2016,73,M,Mobile/Trailer Home
621853,Direct,02/24/2016,2,M,Mobile/Trailer Home
621853,Direct,02/24/2016,26,M,Mobile/Trailer Home
621853,Direct,02/24/2016,50,M,Mobile/Trailer Home
633234,Direct,04/27/2016,Unknown,F,Mobile/Trailer Home
619440,Direct,02/24/2016,78,M,Outside/Open Areas
633058,Direct,05/09/2016,78,M,Permanent Home
633089,Direct,05/09/2016,76,M,Permanent Home
