event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
1259923,Direct,03/15/2025,Unknown,Unknown,Unknown
1259923,Direct,03/15/2025,Unknown,Unknown,Unknown
1259924,Direct,03/15/2025,Unknown,Unknown,Unknown
1260082,Direct,04/06/2025,72,F,Mobile/Trailer Home
1264314,Direct,03/15/2025,Unknown,Unknown,Unknown
1237395,Direct,02/06/2025,45,F,Mobile/Trailer Home
1237395,Direct,02/06/2025,22,F,Mobile/Trailer Home
1241010,Direct,03/14/2025,50,F,Mobile/Trailer Home
1252309,Direct,05/16/2025,33,F,Vehicle/Towed Trailer
1272540,Direct,06/22/2025,50,F,Mobile/Trailer Home
1272540,Direct,06/22/2025,6,F,Permanent Home
1272540,Direct,06/22/2025,6,F,Permanent Home
1273038,Direct,05/16/2025,47,M,Mobile/Trailer Home
1273038,Direct,05/16/2025,73,F,Permanent Home
1254340,Direct,04/19/2025,84,M,Mobile/Trailer Home
1278903,Direct,06/20/2025,73,M,Unknown
1278903,Direct,06/20/2025,73,F,Unknown
1278903,Direct,06/20/2025,89,M,Unknown
1262207,Direct,05/16/2025,74,F,Church
1262207,Direct,05/16/2025,70,F,Permanent Home
1262207,Direct,05/16/2025,60,F,Permanent Home
1262207,Direct,05/16/2025,78,F,Permanent Home
1267579,Direct,05/30/2025,48,M,Outside/Open Areas
1256962,Direct,04/02/2025,32,M,Vehicle/Towed Trailer
1292941,Direct,05/16/2025,74,F,Permanent Home
1292941,Direct,05/16/2025,25,M,Permanent Structure
1256962,Direct,04/02/2025,39,M,Permanent Home
1248688,Direct,03/15/2025,7,M,Mobile/Trailer Home
1248688,Direct,03/15/2025,42,M,Mobile/Trailer Home
1248688,Direct,03/15/2025,34,F,Mobile/Trailer Home
1256707,Direct,03/15/2025,90,M,Mobile/Trailer Home
1256962,Direct,04/02/2025,39,M,Permanent Home
1256962,Direct,04/02/2025,24,F,Permanent Home
1256962,Direct,04/02/2025,67,M,Permanent Home
1256964,Direct,04/03/2025,16,F,Mobile/Trailer Home
1256964,Direct,04/03/2025,48,M,Mobile/Trailer Home
1292921,Direct,05/16/2025,69,F,Permanent Home
1292941,Direct,05/16/2025,47,F,Unknown
1292941,Direct,05/16/2025,68,F,Unknown
1292941,Direct,05/16/2025,63,M,Permanent Home
1292941,Direct,05/16/2025,50,F,Permanent Home
1292941,Direct,05/16/2025,76,M,Permanent Home
1292941,Direct,05/16/2025,73,F,Permanent Home
1292941,Direct,05/16/2025,57,M,Permanent Home
1292941,Direct,05/16/2025,72,F,Permanent Home
1292941,Direct,05/16/2025,71,M,Permanent Home
1292941,Direct,05/16/2025,67,F,Permanent Home
1292941,Direct,05/16/2025,66,F,Permanent Home
1292941,Direct,05/16/2025,73,M,Permanent Home
1292941,Direct,05/16/2025,67,F,Permanent Home
1292941,Direct,05/16/2025,88,M,Permanent Home
1292941,Direct,05/16/2025,69,F,Permanent Home
1237781,Direct,03/14/2025,41,F,Mobile/Trailer Home
1237781,Direct,03/14/2025,62,F,Permanent Home
1237781,Direct,03/14/2025,32,F,Permanent Home
1240996,Direct,03/14/2025,54,F,Mobile/Trailer Home
1240996,Direct,03/14/2025,54,F,Permanent Home
1240996,Direct,03/14/2025,57,M,Permanent Home
1240997,Direct,03/14/2025,Unknown,M,Mobile/Trailer Home
1241010,Direct,03/14/2025,52,M,Mobile/Trailer Home
1233334,Direct,03/15/2025,83,M,Mobile/Trailer Home
1233335,Direct,03/15/2025,82,F,Mobile/Trailer Home
1233335,Direct,03/15/2025,71,M,Permanent Structure
1241249,Direct,03/14/2025,62,M,Mobile/Trailer Home
