event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
9976472,Direct,04/04/1977,Unknown,Unknown,
10039827,Direct,04/02/1977,Unknown,Unknown,
9995222,Direct,04/04/1977,Unknown,Unknown,
10033398,Direct,04/21/1977,Unknown,Unknown,
10059541,Direct,05/04/1977,Unknown,Unknown,
10093664,Direct,05/15/1977,Unknown,Unknown,
10148028,Direct,07/30/1977,Unknown,Unknown,
9984353,Direct,09/14/1977,Unknown,Unknown,
10018345,Direct,10/01/1977,Unknown,Unknown,
9998526,Direct,12/05/1977,Unknown,Unknown,
10129733,Direct,12/13/1977,Unknown,Unknown,
