event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
9981362,Direct,03/12/1961,Unknown,Unknown,
10061606,Direct,03/12/1961,Unknown,Unknown,
10009307,Direct,03/06/1961,Unknown,Unknown,
10007400,Direct,03/04/1961,Unknown,Unknown,
9995462,Direct,03/31/1961,Unknown,Unknown,
10118516,Direct,04/12/1961,Unknown,Unknown,
10015919,Direct,04/23/1961,Unknown,Unknown,
9981402,Direct,05/05/1961,Unknown,Unknown,
10092633,Direct,05/04/1961,Unknown,Unknown,
10111374,Direct,06/21/1961,Unknown,Unknown,
10034807,Direct,06/09/1961,Unknown,Unknown,
10008774,Direct,09/24/1961,Unknown,Unknown,
10032701,Direct,09/10/1961,Unknown,Unknown,
10121218,Direct,11/22/1961,Unknown,Unknown,
