event_id,fatality_type,FATALITY_DATE,fatality_age,fatality_sex,fatality_location
10011916,Direct,06/07/1984,Unknown,Unknown,
10011922,Direct,06/07/1984,Unknown,Unknown,
10143214,Direct,06/05/1984,Unknown,Unknown,
10057801,Direct,10/18/1984,Unknown,Unknown,
10022939,Direct,10/31/1984,Unknown,Unknown,
10141594,Direct,10/18/1984,Unknown,Unknown,
10120965,Direct,10/16/1984,Unknown,Unknown,
10057839,Direct,11/09/1984,Unknown,Unknown,
10109783,Direct,03/28/1984,Unknown,Unknown,
10088311,Direct,03/28/1984,Unknown,Unknown,
10047633,Direct,04/26/1984,Unknown,Unknown,
10061899,Direct,04/21/1984,Unknown,Unknown,
10109037,Direct,04/20/1984,Unknown,Unknown,
10105943,Direct,04/29/1984,Unknown,Unknown,
10004418,Direct,04/27/1984,Unknown,Unknown,
10158978,Direct,04/27/1984,Unknown,Unknown,
10158994,Direct,04/27/1984,Unknown,Unknown,
10158988,Direct,04/27/1984,Unknown,Unknown,
10040818,Direct,05/08/1984,Unknown,Unknown,
10058596,Direct,06/07/1984,Unknown,Unknown,
10011913,Direct,06/07/1984,Unknown,Unknown,
