episode_id,event_id,state,county_fips,county_name,wfo,begin_date_time,county_timezone,end_date_time,injuries_direct,injuries_indirect,deaths_direct,deaths_indirect,property_damage,crop_damage,source,tornado_rating,max_windspeed,tornado_length,tornado_max_width,other_wfos,other_states,other_counties_fips,other_counties_names,begin_latitude,begin_longitude,end_latitude,end_longitude,episode_narrative,event_narrative,state_code,begin_date_time_corrected,end_date_time_corrected,begin_time_adjusted,end_time_adjusted
,10003533,Indiana,141,St. Joseph,,2058-06-24 17:26:00,CST,2058-06-24 17:26:00,0,0,0,0,25K,0,,F2,Unknown,7.3,33,,,,,41.75,-86.12,41.75,-85.97,,,IN,2058-06-24 17:26:00,2058-06-24 17:26:00,False,False
,10093595,Oklahoma,57,Harmon,,2058-09-23 17:05:00,CST,2058-09-23 17:05:00,0,0,0,0,.03K,0,,,Unknown,0.0,33,,,,,34.7,-99.83,,,,,OK,2058-09-23 17:05:00,2058-09-23 17:05:00,False,False
,10010908,Illinois,201,Winnebago,,2058-08-30 19:50:00,CST,2058-08-30 19:50:00,0,0,0,0,25K,0,,F2,Unknown,0.0,33,,,,,42.32,-89.05,,,,,IL,2058-08-30 19:50:00,2058-08-30 19:50:00,False,False
,10121201,Texas,337,Montague,,2058-04-02 18:40:00,CST,2058-04-02 18:40:00,1,0,0,0,25K,0,,F3,Unknown,18.2,300,,,,,33.65,-97.9,33.87,-97.72,,,TX,2058-04-02 18:40:00,2058-04-02 18:40:00,False,False
,10049550,Mississippi,29,Copiah,,2058-02-26 17:30:00,CST,2058-02-26 17:30:00,0,0,0,0,250K,0,,F3,Unknown,6.2,60,,,,,31.98,-90.53,32.05,-90.47,,,MS,2058-02-26 17:30:00,2058-02-26 17:30:00,False,False
,10026726,Kansas,165,Rush,,2058-07-13 23:00:00,CST,2058-07-13 23:00:00,0,0,0,0,2.5K,0,,,Unknown,2.5,27,,,,,38.53,-99.22,,,,,KS,2058-07-13 23:00:00,2058-07-13 23:00:00,False,False
,10003547,Indiana,145,Shelby,,2058-07-31 15:32:00,CST,2058-07-31 15:32:00,0,0,0,0,25K,0,,F3,Unknown,0.0,33,,,,,39.52,-85.77,,,,,IN,2058-07-31 15:32:00,2058-07-31 15:32:00,False,False
,9977969,Alabama,83,Limestone,,2058-04-05 22:15:00,CST,2058-04-05 22:15:00,0,0,0,0,250K,0,,F2,Unknown,10.5,50,,,,,34.8,-87.0,34.92,-86.88,,,AL,2058-04-05 22:15:00,2058-04-05 22:15:00,False,False
,9977970,Alabama,89,Madison,,2058-04-05 22:30:00,CST,2058-04-05 22:30:00,0,0,0,0,25K,0,,F1,Unknown,0.0,33,,,,,34.73,-86.62,,,,,AL,2058-04-05 22:30:00,2058-04-05 22:30:00,False,False
,9977971,Alabama,43,Cullman,,2058-04-05 23:00:00,CST,2058-04-05 23:00:00,0,0,0,0,250K,0,,F1,Unknown,8.8,200,,,,,34.25,-86.87,34.33,-86.75,,,AL,2058-04-05 23:00:00,2058-04-05 23:00:00,False,False
,9977972,Alabama,43,Cullman,,2058-04-05 23:20:00,CST,2058-04-05 23:20:00,0,0,0,0,25K,0,,F2,Unknown,6.6,33,,,,,34.3,-86.9,34.37,-86.82,,,AL,2058-04-05 23:20:00,2058-04-05 23:20:00,False,False
,9977973,Alabama,95,Marshall,,2058-04-06 00:03:00,CST,2058-04-06 00:03:00,1,0,0,0,250K,0,,F3,Unknown,15.8,100,,,,,34.27,-86.22,34.47,-86.08,,,AL,2058-04-06 00:03:00,2058-04-06 00:03:00,False,False
,9977974,Alabama,71,Jackson,,2058-04-06 00:03:00,CST,2058-04-06 00:03:00,0,0,0,0,250K,0,,F3,Unknown,9.9,100,,,,,34.47,-86.08,34.58,-85.98,,,AL,2058-04-06 00:03:00,2058-04-06 00:03:00,False,False
,9977977,Alabama,73,Jefferson,,2058-04-29 06:00:00,CST,2058-04-29 06:00:00,0,0,0,0,25K,0,,F1,Unknown,0.3,300,,,,,33.27,-86.97,,,,,AL,2058-04-29 06:00:00,2058-04-29 06:00:00,False,False
,9977978,Alabama,73,Jefferson,,2058-04-29 06:00:00,CST,2058-04-29 06:00:00,0,0,0,0,25K,0,,F2,Unknown,0.5,100,,,,,33.63,-86.82,,,,,AL,2058-04-29 06:00:00,2058-04-29 06:00:00,False,False
,9977979,Alabama,21,Chilton,,2058-04-29 06:30:00,CST,2058-04-29 06:30:00,0,0,0,0,2.5K,0,,F0,Unknown,0.0,33,,,,,32.83,-86.47,,,,,AL,2058-04-29 06:30:00,2058-04-29 06:30:00,False,False
,9977980,Alabama,21,Chilton,,2058-04-29 06:40:00,CST,2058-04-29 06:40:00,0,0,0,0,25K,0,,F1,Unknown,12.1,100,,,,,32.95,-86.75,33.08,-86.62,,,AL,2058-04-29 06:40:00,2058-04-29 06:40:00,False,False
,9977981,Alabama,55,Etowah,,2058-04-29 06:40:00,CST,2058-04-29 06:40:00,0,0,0,0,25K,0,,F1,Unknown,0.0,33,,,,,34.0,-86.0,,,,,AL,2058-04-29 06:40:00,2058-04-29 06:40:00,False,False
,9977968,Alabama,79,Lawrence,,2058-04-05 22:00:00,CST,2058-04-05 22:00:00,0,0,0,0,25K,0,,F2,Unknown,25.6,100,,,,,34.7,-87.4,34.92,-87.03,,,AL,2058-04-05 22:00:00,2058-04-05 22:00:00,False,False
,9977955,Alabama,59,Franklin,,2058-01-31 13:30:00,CST,2058-01-31 13:30:00,0,0,0,0,2.5K,0,,F2,Unknown,3.0,440,,,,,34.48,-87.87,,,,,AL,2058-01-31 13:30:00,2058-01-31 13:30:00,False,False
,9977957,Alabama,109,Pike,,2058-02-06 14:05:00,CST,2058-02-06 14:05:00,0,0,0,0,25K,0,,F2,Unknown,11.3,200,,,,,31.72,-86.12,31.83,-85.98,,,AL,2058-02-06 14:05:00,2058-02-06 14:05:00,False,False
,9977959,Alabama,23,Choctaw,,2058-02-26 20:00:00,CST,2058-02-26 20:00:00,0,0,0,0,250K,0,,F2,Unknown,20.9,67,,,,,31.78,-88.45,32.0,-88.2,,,AL,2058-02-26 20:00:00,2058-02-26 20:00:00,False,False
,9977961,Alabama,53,Escambia,,2058-02-26 23:30:00,CST,2058-02-26 23:30:00,0,0,0,0,25K,0,,F1,Unknown,0.0,10,,,,,31.07,-87.42,,,,,AL,2058-02-26 23:30:00,2058-02-26 23:30:00,False,False
,9977962,Alabama,101,Montgomery,,2058-02-27 01:30:00,CST,2058-02-27 01:30:00,0,0,0,0,25K,0,,F1,Unknown,12.9,200,,,,,32.23,-86.0,32.4,-85.9,,,AL,2058-02-27 01:30:00,2058-02-27 01:30:00,False,False
,9977965,Alabama,103,Morgan,,2058-04-05 20:00:00,CST,2058-04-05 20:00:00,0,0,0,0,2.5K,0,,F1,Unknown,0.5,100,,,,,34.57,-86.95,,,,,AL,2058-04-05 20:00:00,2058-04-05 20:00:00,False,False
,9977966,Alabama,33,Colbert,,2058-04-05 21:00:00,CST,2058-04-05 21:00:00,1,0,1,0,250K,0,,F2,Unknown,8.9,100,,,,,34.67,-87.53,34.77,-87.43,,,AL,2058-04-05 21:00:00,2058-04-05 21:00:00,False,False
,9977967,Alabama,79,Lawrence,,2058-04-05 21:00:00,CST,2058-04-05 21:00:00,0,0,0,0,250K,0,,F2,Unknown,10.3,100,,,,,34.77,-87.43,34.85,-87.28,,,AL,2058-04-05 21:00:00,2058-04-05 21:00:00,False,False
,9977987,Alabama,103,Morgan,,2058-05-25 16:00:00,CST,2058-05-25 16:00:00,1,0,0,0,25K,0,,F2,Unknown,0.0,50,,,,,34.63,-87.0,,,,,AL,2058-05-25 16:00:00,2058-05-25 16:00:00,False,False
,10062636,Missouri,81,Harrison,,2058-11-17 14:00:00,CST,2058-11-17 14:00:00,0,0,0,0,250K,0,,F2,Unknown,4.1,100,,,,,40.2,-93.93,40.27,-93.9,,,MO,2058-11-17 14:00:00,2058-11-17 14:00:00,False,False
,10093581,Oklahoma,143,Tulsa,,2058-08-20 15:20:00,CST,2058-08-20 15:20:00,0,0,0,0,2.5K,0,,F2,Unknown,0.1,33,,,,,36.25,-95.9,,,,,OK,2058-08-20 15:20:00,2058-08-20 15:20:00,False,False
,10093582,Oklahoma,151,Woods,,2058-08-23 14:00:00,CST,2058-08-23 14:00:00,0,0,0,0,.03K,0,,,Unknown,25.2,33,,,,,36.63,-98.8,36.4,-98.45,,,OK,2058-08-23 14:00:00,2058-08-23 14:00:00,False,False
,10072819,Nebraska,131,Otoe,,2058-08-05 22:00:00,CST,2058-08-05 22:00:00,0,0,0,0,250K,0,,F1,Unknown,0.0,33,,,,,40.6,-96.38,,,,,NE,2058-08-05 22:00:00,2058-08-05 22:00:00,False,False
,10072820,Nebraska,185,York,,2058-08-05 23:00:00,CST,2058-08-05 23:00:00,0,0,0,0,2.5K,0,,F1,Unknown,0.0,33,,,,,40.95,-97.6,,,,,NE,2058-08-05 23:00:00,2058-08-05 23:00:00,False,False
,10072822,Nebraska,47,Dawson,,2058-08-13 16:15:00,CST,2058-08-13 16:15:00,0,0,0,0,25K,0,,F1,Unknown,0.0,33,,,,,40.72,-100.22,,,,,NE,2058-08-13 16:15:00,2058-08-13 16:15:00,False,False
,10072823,Nebraska,87,Hitchcock,,2058-08-13 17:45:00,CST,2058-08-13 17:45:00,0,0,0,0,2.5K,0,,,Unknown,0.0,33,,,,,40.17,-101.02,,,,,NE,2058-08-13 17:45:00,2058-08-13 17:45:00,False,False
