episode_id,event_id,state,county_fips,county_name,wfo,begin_date_time,county_timezone,end_date_time,injuries_direct,injuries_indirect,deaths_direct,deaths_indirect,property_damage,crop_damage,source,tornado_rating,max_windspeed,tornado_length,tornado_max_width,other_wfos,other_states,other_counties_fips,other_counties_names,begin_latitude,begin_longitude,end_latitude,end_longitude,episode_narrative,event_narrative,state_code,begin_date_time_corrected,end_date_time_corrected,begin_time_adjusted,end_time_adjusted
,10314042,Alabama,125,Tuscaloosa,,1993-05-03 18:35:00,CST,1993-05-03 18:35:00,3,0,0,0,0,0,,F2,Unknown,6.0,50,,,,,33.28,-87.28,33.33,-87.32,,"A tornado touched down in the Brookwood community and moved north to the town of Kellerman. In Brookwood, twenty-five houses, and ten to twelve mobile homes were damaged. Several homes were destroyed. The most serious injury was to a woman who tried to run from her airborne mobile home. Two other people received minor injuries.",AL,1993-05-03 19:35:00,1993-05-03 19:35:00,True,True
,10314257,Alabama,77,Lauderdale,,1993-05-03 14:20:00,CST,1993-05-03 14:20:00,0,0,0,0,0,0,,F0,Unknown,0.2,10,,,,,34.87,-87.53,,,,At 1420CST a tornado moved northeast a short distance through Killen. Power lines were snapped and trees were blown down. At 1647CST trees and power lines were blown down two miles east of Florence. At 1742CST trees and power lines were blown down in Florence.,AL,1993-05-03 15:20:00,1993-05-03 15:20:00,True,True
,10314275,Alabama,89,Madison,,1993-05-03 17:35:00,CST,1993-05-03 17:35:00,0,0,0,0,0,0,,F0,Unknown,0.3,20,,,,,34.63,-86.77,,,,At 1735CST a tornado moved north a short distance near the Huntsville airport. No damage was reported. At 1741CST dime-size hail fell along the western edge of Huntsville. At 1905CST dime-size hail fell and trees and power lines were blown down in the western part of the county. At 2115CST heavy rain caused several streets to be flooded in the same area.,AL,1993-05-03 18:35:00,1993-05-03 18:35:00,True,True
,10334926,Montana,41,Hill,,1993-08-16 17:56:00,MST,1993-08-16 17:56:00,0,0,0,0,0,0,,F0,Unknown,0.1,10,,,,,48.68,-109.9,,,,Water flooded over Highway 2.,MT,1993-08-16 18:56:00,1993-08-16 18:56:00,True,True
,10334909,Montana,33,Garfield,,1993-08-13 16:15:00,MST,1993-08-13 16:15:00,0,0,0,0,0,0,,F0,Unknown,0.1,10,,,,,46.9,-106.25,,,,,MT,1993-08-13 17:15:00,1993-08-13 17:15:00,True,True
,10334433,Nebraska,13,Box Butte,,1993-05-05 19:00:00,CST,1993-05-05 19:00:00,0,0,0,0,5K,0,,F1,Unknown,0.5,80,,,,,,,,,,A tornado was on the ground for about 30 seconds 3.5 miles east of Hemingford on Highway 87. The tornado destroyed a 1500 bushel grain bin and moved some farm machinery.,NE,1993-05-05 20:00:00,1993-05-05 20:00:00,True,True
,10321626,Iowa,71,Fremont,,1993-08-11 17:40:00,CST,1993-08-11 17:40:00,0,0,0,0,.05K,.05K,,F0,Unknown,0.5,10,,,,,40.75,-95.6,,,,,IA,1993-08-11 18:40:00,1993-08-11 18:40:00,True,True
,10321627,Iowa,71,Fremont,,1993-08-11 18:00:00,CST,1993-08-11 18:00:00,0,0,0,0,.05K,.05K,,F0,Unknown,0.3,10,,,,,,,,,,,IA,1993-08-11 19:00:00,1993-08-11 19:00:00,True,True
,10334215,Nebraska,65,Furnas,,1993-03-28 17:40:00,CST,1993-03-28 17:40:00,0,0,0,0,0,0,,F1,Unknown,20.0,10,,,,,,,,,,Dime-size hail fell southeast of Beaver City.,NE,1993-03-28 17:40:00,1993-03-28 17:40:00,False,False
,10332100,Missouri,97,Jasper,,1993-10-08 16:51:00,CST,1993-10-08 17:06:00,0,0,0,0,5M,0,,F2,Unknown,6.0,220,,,,,37.15,-94.52,37.15,-94.45,,"A tornado touched down near the Joplin Regional Airport and lifted near Carterville. The weather observer at the airport first reported a tornado sighting at 1651 CST. The worst damaged was in Webb City where numerous homes were damaged, one destroyed, and acres of trees were blown down. One house was lifted off its foundation, turned 60 degrees, and dropped down on the family dog killing it. Power lines were twisted off as well with other damage to trailered boats and nearby cars.",MO,1993-10-08 17:51:00,1993-10-08 18:06:00,True,True
